Geneid,SRR12998916,SRR12998917,SRR12998918,SRR12998919,SRR12998920,SRR12998921
BHE81_RS03865,4,11,19,11,20,6
BHE81_RS28565,3,3,4,4,10,8
BHE81_RS28570,6,23,9,13,12,2
BHE81_RS03875,6,16,8,10,20,0
BHE81_RS03880,2,4,0,8,6,1
BHE81_RS03885,0,2,8,9,0,0
BHE81_RS03890,2,10,2,7,5,2
BHE81_RS03895,4,9,14,63,72,29
BHE81_RS03900,4,30,39,249,302,139
BHE81_RS03905,7,14,30,131,224,63
BHE81_RS03910,14,28,37,181,320,87
BHE81_RS03915,4,26,32,194,203,101
BHE81_RS03920,2,8,12,83,96,31
BHE81_RS03925,6,12,26,813,891,522
BHE81_RS03930,0,8,16,85,84,36
BHE81_RS03935,14,46,70,77,105,44
BHE81_RS03940,30,212,139,170,282,162
BHE81_RS03945,0,2,2,2,4,6
BHE81_RS28050,0,0,0,0,0,1
BHE81_RS03950,0,8,9,0,2,4
BHE81_RS03955,0,8,6,4,2,3
BHE81_RS03960,2,4,6,10,4,3
BHE81_RS03965,0,13,11,4,3,11
BHE81_RS03970,0,18,10,21,20,16
BHE81_RS03975,16,101,144,247,459,174
BHE81_RS03980,2,2,4,22,8,20
BHE81_RS03985,50,286,117,92,142,66
BHE81_RS03990,6,45,24,108,72,43
BHE81_RS03995,4,13,9,19,29,10
BHE81_RS04000,4,24,26,37,77,40
BHE81_RS04005,1,6,4,17,29,15
BHE81_RS04010,2,4,4,23,21,14
BHE81_RS04015,2,0,6,16,16,15
BHE81_RS04020,2,8,8,24,19,8
BHE81_RS04025,4,12,2,53,51,34
BHE81_RS04030,0,2,0,17,5,8
BHE81_RS04035,48,253,162,8,20,6
BHE81_RS04040,13,30,28,8,6,0
BHE81_RS04045,2,12,12,20,22,6
BHE81_RS04050,6,12,4,10,15,4
BHE81_RS04055,0,2,2,5,6,4
BHE81_RS04060,4,4,0,2,4,4
BHE81_RS04065,3,15,3,10,14,2
BHE81_RS04070,8,26,53,39,73,40
BHE81_RS04075,8,53,53,92,103,32
BHE81_RS04080,13,50,49,85,131,58
BHE81_RS04085,4,26,26,58,65,35
BHE81_RS04090,0,14,6,28,29,7
BHE81_RS04095,10,37,26,49,73,27
BHE81_RS04100,19,62,59,124,103,56
BHE81_RS04105,4,9,15,9,10,2
BHE81_RS04110,0,14,8,21,39,12
BHE81_RS04115,16,55,45,99,135,52
BHE81_RS04120,14,10,17,60,58,40
BHE81_RS04125,6,17,14,60,78,31
BHE81_RS04130,0,0,0,2,0,1
BHE81_RS04135,8,14,28,83,49,33
BHE81_RS04140,6,12,25,16,24,19
BHE81_RS04145,82,188,264,535,593,341
BHE81_RS04150,6,42,85,68,69,45
BHE81_RS04155,11,4,103,29,8,6
BHE81_RS04160,64,193,364,724,896,317
BHE81_RS04165,2,12,20,38,35,38
BHE81_RS04170,8,52,26,75,123,39
BHE81_RS04175,1,6,6,19,11,24
BHE81_RS04180,10,46,36,123,120,46
BHE81_RS04185,2,17,11,36,24,18
BHE81_RS04190,4,9,11,27,22,17
BHE81_RS04195,0,4,5,71,65,81
BHE81_RS04200,2,14,10,45,43,20
BHE81_RS04205,0,0,2,9,21,3
BHE81_RS04210,26,122,73,268,343,200
BHE81_RS04215,10,32,16,89,173,47
BHE81_RS04220,26,74,58,164,228,127
BHE81_RS04225,8,2,5,41,77,24
BHE81_RS04230,0,11,15,27,24,7
BHE81_RS04235,11,45,28,46,44,45
BHE81_RS04240,0,21,11,29,28,24
BHE81_RS04245,1,14,11,16,34,20
BHE81_RS04250,4,24,8,10,15,8
BHE81_RS04255,9,44,33,73,94,43
BHE81_RS04260,2,5,6,15,16,2
BHE81_RS04265,14,6,8,14,29,4
BHE81_RS04270,10,54,33,64,72,31
BHE81_RS04275,0,2,0,0,6,4
BHE81_RS04280,2,10,2,18,12,18
BHE81_RS04285,14,19,21,54,57,25
BHE81_RS04290,12,10,18,90,95,39
BHE81_RS04295,3,8,3,32,31,17
BHE81_RS04300,6,3,8,14,16,7
BHE81_RS04305,2,3,1,12,13,0
BHE81_RS04310,12,24,22,64,80,40
BHE81_RS04315,10,30,25,68,48,33
BHE81_RS04320,4,20,20,15,13,8
BHE81_RS04325,2,8,11,4,10,4
BHE81_RS04330,16,68,52,114,130,49
BHE81_RS04335,8,11,14,26,35,12
BHE81_RS04340,24,98,52,227,391,190
BHE81_RS04345,10,30,44,149,119,55
BHE81_RS04350,26,30,59,86,126,51
BHE81_RS28055,0,0,6,9,5,2
BHE81_RS04355,28,106,114,146,207,94
BHE81_RS04360,0,0,0,0,0,0
BHE81_RS04365,2,6,11,16,6,6
BHE81_RS04370,0,0,2,4,6,4
BHE81_RS04375,0,6,6,0,12,4
BHE81_RS04380,1,4,10,8,20,10
BHE81_RS04390,3,11,6,10,18,20
BHE81_RS04395,3,5,17,26,8,31
BHE81_RS04400,0,1,7,11,12,6
BHE81_RS04405,0,0,6,4,4,0
BHE81_RS04410,2,2,10,6,2,2
BHE81_RS04415,2,4,0,16,14,8
BHE81_RS04420,0,0,0,2,0,0
BHE81_RS04425,6,4,10,6,2,4
BHE81_RS04430,4,2,4,6,8,4
BHE81_RS04435,0,0,0,2,1,0
BHE81_RS04440,2,0,0,4,1,0
BHE81_RS04445,0,4,2,0,2,0
BHE81_RS04450,0,0,0,2,6,0
BHE81_RS04455,0,3,2,7,14,0
BHE81_RS04460,0,2,2,0,4,0
BHE81_RS04465,0,0,2,0,0,0
BHE81_RS04470,0,0,7,6,6,2
BHE81_RS04475,2,0,1,0,0,2
BHE81_RS04480,4,8,6,6,8,4
BHE81_RS04485,2,6,5,22,18,10
BHE81_RS04490,0,2,2,2,4,0
BHE81_RS04495,4,8,4,6,14,0
BHE81_RS04500,0,0,0,4,0,0
BHE81_RS04505,0,0,0,5,0,0
BHE81_RS04510,0,6,2,2,4,2
BHE81_RS04515,0,6,2,23,8,2
BHE81_RS04520,6,13,10,12,8,4
BHE81_RS04525,4,6,9,19,9,2
BHE81_RS04530,2,6,4,15,16,10
BHE81_RS04535,0,2,0,0,3,2
BHE81_RS04540,0,2,2,3,4,6
BHE81_RS04545,6,26,15,34,27,7
BHE81_RS04550,0,2,16,22,26,12
BHE81_RS04555,2,6,8,10,8,10
BHE81_RS04560,7,22,16,29,20,9
BHE81_RS04565,22,30,49,42,78,13
BHE81_RS28575,2,4,4,14,4,6
BHE81_RS28580,5,2,0,16,27,8
BHE81_RS04575,3,0,5,18,32,16
BHE81_RS04580,0,0,0,21,38,13
BHE81_RS04585,3,0,2,42,53,22
BHE81_RS04590,0,0,3,21,31,7
BHE81_RS04595,0,3,2,4,5,4
BHE81_RS04600,0,0,4,2,4,6
BHE81_RS04605,6,11,5,54,29,28
BHE81_RS04610,0,4,2,12,16,8
BHE81_RS04620,14,20,20,103,128,47
BHE81_RS29005,2,2,0,2,8,0
BHE81_RS04625,16,21,18,21,67,11
BHE81_RS04630,8,11,14,33,59,31
BHE81_RS04635,14,132,134,14,26,8
BHE81_RS04640,5,0,3,3,0,0
BHE81_RS04645,2,4,7,8,6,0
BHE81_RS04650,14,121,158,203,211,142
BHE81_RS04660,4,15,12,89,65,28
BHE81_RS04665,8,34,27,50,51,35
BHE81_RS04670,20,119,113,140,153,81
BHE81_RS04675,4,4,2,42,31,10
BHE81_RS04680,18,26,36,110,157,54
BHE81_RS04685,0,0,5,6,1,5
BHE81_RS04690,2,8,2,7,11,7
BHE81_RS04695,2,7,5,30,46,9
BHE81_RS04700,14,32,36,40,98,38
BHE81_RS04705,10,32,27,85,52,22
BHE81_RS04710,2,16,13,21,26,6
BHE81_RS04715,0,0,5,1,5,4
BHE81_RS04720,0,4,0,6,6,2
BHE81_RS04725,0,2,2,0,6,0
BHE81_RS04735,0,8,11,5,4,0
BHE81_RS04740,0,8,2,2,8,0
BHE81_RS04745,0,0,0,0,0,2
BHE81_RS04750,0,0,1,0,6,4
BHE81_RS04755,0,0,0,4,6,0
BHE81_RS04760,1,0,0,0,2,0
BHE81_RS04765,3,14,6,16,22,10
BHE81_RS04770,4,14,14,24,30,2
BHE81_RS04775,0,5,10,32,54,18
BHE81_RS04780,0,2,0,10,5,12
BHE81_RS04785,0,2,0,4,4,2
BHE81_RS04790,0,0,1,6,12,5
BHE81_RS04795,0,0,0,6,6,5
BHE81_RS04800,0,0,5,19,22,2
BHE81_RS04805,0,2,0,8,7,10
BHE81_RS04810,0,0,0,10,14,6
BHE81_RS04815,0,2,2,23,12,7
BHE81_RS04820,0,0,1,8,10,1
BHE81_RS04825,0,2,18,31,18,21
BHE81_RS04830,0,4,8,34,32,16
BHE81_RS04835,0,14,14,19,26,28
BHE81_RS04840,4,11,43,48,55,37
BHE81_RS04845,5,4,19,9,18,24
BHE81_RS04850,0,8,32,37,36,25
BHE81_RS04855,44,149,142,214,217,120
BHE81_RS04860,3,22,10,30,28,23
BHE81_RS04865,6,11,6,23,24,21
BHE81_RS28585,1,7,0,3,5,3
BHE81_RS04870,4,10,8,20,32,11
BHE81_RS04875,2,6,2,30,32,10
BHE81_RS04880,0,2,3,12,14,6
BHE81_RS04885,0,2,2,6,2,2
BHE81_RS04890,6,18,3,78,96,37
BHE81_RS04895,468,1238,1251,3462,5221,2269
BHE81_RS28065,0,0,0,3,4,4
BHE81_RS04900,22,12,11,538,741,301
BHE81_RS04905,10,8,27,335,624,241
BHE81_RS04910,59,59,116,719,971,395
BHE81_RS04915,41,28,116,693,952,337
BHE81_RS04920,21,18,28,288,487,212
BHE81_RS04925,16,32,51,305,501,160
BHE81_RS04930,9,3,14,83,136,37
BHE81_RS04935,15,82,71,134,135,59
BHE81_RS28070,3,0,0,3,0,0
BHE81_RS04940,0,5,2,32,20,10
BHE81_RS04945,6,9,10,51,69,20
BHE81_RS04950,2,7,2,14,19,1
BHE81_RS04955,4,8,14,27,21,8
BHE81_RS04960,0,10,13,2,4,9
BHE81_RS04965,10,48,38,11,12,8
BHE81_RS04970,0,5,2,1,2,2
BHE81_RS04975,2,0,4,2,0,0
BHE81_RS04980,2,12,8,2,4,0
BHE81_RS04985,4,20,9,26,29,11
BHE81_RS04990,4,8,13,14,40,8
BHE81_RS04995,0,4,2,3,11,2
BHE81_RS05000,0,0,3,4,0,2
BHE81_RS05005,2,14,23,22,42,10
BHE81_RS05010,0,0,4,11,4,6
BHE81_RS05015,0,4,4,2,0,2
BHE81_RS05020,0,4,8,2,4,4
BHE81_RS28595,0,0,2,0,0,0
BHE81_RS05025,2,0,4,2,2,2
BHE81_RS05030,2,8,11,9,10,15
BHE81_RS05035,0,0,0,0,0,0
BHE81_RS05040,0,0,0,0,0,0
BHE81_RS05045,0,0,0,6,4,2
BHE81_RS05055,0,2,0,8,2,10
BHE81_RS05060,0,10,9,18,22,14
BHE81_RS05065,25,26,45,63,67,46
BHE81_RS05070,33,85,94,246,238,92
BHE81_RS05075,22,86,73,127,213,83
BHE81_RS05080,57,169,139,398,453,292
BHE81_RS05085,6,11,16,83,123,39
BHE81_RS05090,4,14,8,38,29,17
BHE81_RS05095,2,17,6,24,14,6
BHE81_RS05100,0,2,0,0,1,0
BHE81_RS05105,12,22,10,30,42,14
BHE81_RS05110,6,5,3,4,17,9
BHE81_RS05115,16,34,32,41,107,35
BHE81_RS05120,3,13,9,25,52,10
BHE81_RS05130,14,46,57,131,161,134
BHE81_RS05140,52,236,251,108,119,47
BHE81_RS05145,32,229,314,127,149,77
BHE81_RS05150,0,4,2,16,15,8
BHE81_RS05155,28,288,293,166,166,86
BHE81_RS05160,26,63,124,165,120,90
BHE81_RS05165,0,5,2,12,16,4
BHE81_RS05170,2,2,9,11,14,2
BHE81_RS05175,1,3,6,8,21,3
BHE81_RS05180,3,23,10,16,15,7
BHE81_RS05185,4,8,11,9,22,4
BHE81_RS05190,2,4,6,12,10,4
BHE81_RS05195,6,32,15,49,85,29
BHE81_RS05200,12,24,26,52,68,34
BHE81_RS05205,0,2,0,4,6,4
BHE81_RS05210,0,2,2,4,1,4
BHE81_RS05215,10,24,41,183,270,81
BHE81_RS28600,0,0,1,5,13,0
BHE81_RS05220,4,25,14,81,93,32
BHE81_RS05225,7,18,27,65,58,32
BHE81_RS05230,0,3,9,12,11,10
BHE81_RS05235,0,9,0,12,25,11
BHE81_RS05240,0,4,10,6,12,10
BHE81_RS05245,0,2,2,8,2,2
BHE81_RS05250,7,12,10,23,30,2
BHE81_RS05255,1,14,6,21,36,4
BHE81_RS05260,5,16,7,7,18,5
BHE81_RS05265,10,36,35,28,54,22
BHE81_RS05270,0,2,0,0,4,2
BHE81_RS05275,76,511,486,65,78,32
BHE81_RS05280,6,6,28,20,14,8
BHE81_RS05285,0,6,8,12,37,5
BHE81_RS05290,1,13,2,19,17,8
BHE81_RS05295,0,3,4,2,6,5
BHE81_RS05300,0,4,0,5,6,8
BHE81_RS05305,2,0,0,2,4,6
BHE81_RS05310,0,2,2,16,5,6
BHE81_RS05315,0,0,2,0,0,0
BHE81_RS05320,0,2,0,3,4,0
BHE81_RS05325,2,2,0,0,0,0
BHE81_RS05330,2,14,14,42,46,18
BHE81_RS05335,0,4,9,29,16,39
BHE81_RS05340,2,20,11,41,16,11
BHE81_RS05345,2,6,3,29,23,7
BHE81_RS05350,11,42,29,100,56,45
BHE81_RS05355,0,4,2,4,23,6
BHE81_RS05360,6,72,77,103,94,67
BHE81_RS28605,1,5,2,2,4,0
BHE81_RS05365,5,17,27,19,16,9
BHE81_RS05370,2,10,21,8,3,8
BHE81_RS05375,2,14,25,44,31,8
BHE81_RS05380,5,29,21,6,6,4
BHE81_RS05385,2,24,26,10,12,3
BHE81_RS05390,3,20,14,14,12,2
BHE81_RS05395,6,34,22,15,11,6
BHE81_RS05400,3,13,18,3,3,0
BHE81_RS05405,7,80,81,38,35,9
BHE81_RS05410,12,32,17,81,179,72
BHE81_RS05415,6,10,26,50,34,29
BHE81_RS05420,10,7,15,55,53,20
BHE81_RS05425,14,122,66,219,327,133
BHE81_RS05430,0,4,2,0,4,2
BHE81_RS05435,0,4,4,2,4,2
BHE81_RS05440,0,47,33,7,21,10
BHE81_RS05445,6,12,37,93,97,51
BHE81_RS05450,12,36,41,50,27,36
BHE81_RS05455,12,86,48,148,136,100
BHE81_RS05460,9,26,58,107,143,64
BHE81_RS05465,0,0,0,8,2,2
BHE81_RS05470,2,2,0,14,10,2
BHE81_RS05475,4,8,11,20,50,6
BHE81_RS28075,0,0,0,0,0,0
BHE81_RS05480,0,0,0,0,0,0
BHE81_RS05485,0,0,0,0,0,2
BHE81_RS28080,0,0,0,0,0,0
BHE81_RS29010,0,2,0,4,4,3
BHE81_RS28085,0,0,0,0,0,0
BHE81_RS05500,2,0,14,32,18,30
BHE81_RS05505,1,22,10,22,27,18
BHE81_RS05510,2,44,51,29,40,27
BHE81_RS05520,0,0,0,0,0,0
BHE81_RS05525,0,0,0,0,0,0
BHE81_RS05530,2,4,10,5,20,10
BHE81_RS05535,4,6,8,26,26,0
BHE81_RS05540,0,0,6,0,6,2
BHE81_RS05545,0,0,4,0,0,0
BHE81_RS05550,0,4,2,4,9,2
BHE81_RS05555,2,8,8,8,6,1
BHE81_RS05565,12,10,20,28,33,9
BHE81_RS05570,8,16,10,16,25,11
BHE81_RS05575,0,0,5,6,10,0
BHE81_RS05580,0,8,11,2,14,4
BHE81_RS05585,2,2,10,4,11,0
BHE81_RS05590,4,6,10,16,12,6
BHE81_RS05595,20,28,15,12,29,4
BHE81_RS05600,2,7,6,41,49,28
BHE81_RS05605,0,6,1,9,5,3
BHE81_RS05610,2,14,0,20,12,12
BHE81_RS05615,0,0,4,2,4,2
BHE81_RS05620,4,8,0,6,6,1
BHE81_RS05625,0,6,2,0,4,2
BHE81_RS05630,4,0,0,2,0,0
BHE81_RS05635,0,0,0,0,1,2
BHE81_RS05640,0,0,6,0,0,2
BHE81_RS05645,0,5,3,4,5,0
BHE81_RS05650,6,18,6,22,38,6
BHE81_RS05655,2,13,12,32,42,14
BHE81_RS05660,4,12,8,29,40,28
BHE81_RS05665,0,0,2,5,6,6
BHE81_RS05670,4,10,9,10,11,4
BHE81_RS05675,0,0,6,7,4,4
BHE81_RS28090,0,0,0,0,0,4
BHE81_RS05680,2,2,4,14,16,14
BHE81_RS05685,4,8,6,16,23,14
BHE81_RS05690,24,78,87,58,76,48
BHE81_RS05695,0,9,27,12,5,7
BHE81_RS05700,2,4,25,8,0,8
BHE81_RS05705,10,30,51,12,20,13
BHE81_RS05710,2,41,44,10,15,10
BHE81_RS05715,0,4,13,14,12,10
BHE81_RS05720,2,14,12,14,30,9
BHE81_RS05725,6,42,20,62,74,27
BHE81_RS05730,8,11,12,24,39,15
BHE81_RS05735,1,2,2,1,6,0
BHE81_RS05740,0,6,3,8,12,6
BHE81_RS05745,4,6,6,14,34,8
BHE81_RS05750,0,5,4,20,38,6
BHE81_RS05755,0,0,0,6,5,2
BHE81_RS05760,4,10,18,41,40,36
BHE81_RS05765,0,4,0,1,0,2
BHE81_RS05770,0,16,22,8,12,2
BHE81_RS05775,2,2,5,19,27,19
BHE81_RS05785,0,3,2,7,2,0
BHE81_RS05790,0,3,2,8,3,7
BHE81_RS05795,2,13,6,33,58,12
BHE81_RS05800,3,3,4,22,27,8
BHE81_RS05805,0,2,8,2,12,9
BHE81_RS05810,4,2,18,18,17,5
BHE81_RS05815,6,3,19,18,40,14
BHE81_RS05820,4,5,8,16,12,18
BHE81_RS05825,13,11,25,29,25,12
BHE81_RS05830,3,10,13,19,43,27
BHE81_RS05835,0,0,0,44,91,28
BHE81_RS05840,0,0,2,43,76,21
BHE81_RS05845,0,10,6,40,121,58
BHE81_RS05850,0,0,0,6,10,2
BHE81_RS05855,4,4,0,4,4,8
BHE81_RS05860,0,8,4,65,81,36
BHE81_RS05865,0,1,1,37,57,24
BHE81_RS05870,0,4,0,6,12,2
BHE81_RS05875,0,2,0,2,5,0
BHE81_RS05880,0,0,0,2,4,0
BHE81_RS05885,0,2,2,11,9,10
BHE81_RS05890,0,0,2,2,2,5
BHE81_RS05895,4,0,0,8,14,4
BHE81_RS05900,0,3,4,4,0,3
BHE81_RS05905,0,4,0,0,4,0
BHE81_RS05910,2,4,5,14,14,9
BHE81_RS05915,2,16,12,79,66,30
BHE81_RS05920,4,23,12,29,41,28
BHE81_RS05930,2,10,2,4,4,2
BHE81_RS05935,4,8,2,4,16,4
BHE81_RS05940,0,0,0,2,0,0
BHE81_RS05945,0,0,0,0,2,0
BHE81_RS05950,2,8,11,14,10,4
BHE81_RS05955,2,2,10,12,22,11
BHE81_RS05960,0,2,0,0,5,0
BHE81_RS05965,2,2,0,10,14,9
BHE81_RS05970,4,4,15,22,38,21
BHE81_RS05975,2,2,2,38,28,13
BHE81_RS28095,0,0,0,0,0,0
BHE81_RS05980,0,8,2,2,2,0
BHE81_RS05985,0,2,28,94,57,101
BHE81_RS05990,14,44,50,196,171,148
BHE81_RS05995,4,14,24,16,30,16
BHE81_RS06000,0,0,2,6,8,8
BHE81_RS06005,0,2,6,16,6,8
BHE81_RS06010,0,2,4,4,5,1
BHE81_RS06015,15,26,14,64,104,34
BHE81_RS06020,2,62,38,59,80,21
BHE81_RS06025,2,6,14,19,12,12
BHE81_RS06030,0,2,4,8,6,2
BHE81_RS06035,0,0,5,4,18,2
BHE81_RS06040,2,2,1,2,2,0
BHE81_RS06045,2,0,2,8,5,9
BHE81_RS06050,4,9,20,19,20,1
BHE81_RS06055,2,2,4,7,4,0
BHE81_RS06060,0,8,4,16,12,2
BHE81_RS06065,2,7,2,5,16,4
BHE81_RS06070,0,0,0,0,2,0
BHE81_RS06075,0,4,4,2,2,0
BHE81_RS06080,1,2,0,4,4,0
BHE81_RS06085,0,2,2,0,0,0
BHE81_RS06090,2,4,2,0,6,2
BHE81_RS06095,2,0,6,4,6,2
BHE81_RS06100,11,10,19,32,44,22
BHE81_RS06105,7,12,33,38,63,22
BHE81_RS06110,0,6,6,5,15,10
BHE81_RS06115,0,0,0,0,0,0
BHE81_RS06120,0,2,7,0,2,0
BHE81_RS06125,0,0,3,1,2,0
BHE81_RS06130,0,7,3,17,4,4
BHE81_RS06135,2,0,4,7,6,6
BHE81_RS28100,5,0,6,6,16,4
BHE81_RS06140,44,175,219,322,371,274
BHE81_RS06145,4,7,37,38,14,111
BHE81_RS06150,0,0,0,4,4,4
BHE81_RS06155,0,0,8,0,0,2
BHE81_RS28610,0,0,0,0,2,0
BHE81_RS06165,2,2,2,2,1,0
BHE81_RS06170,0,0,2,0,5,2
BHE81_RS06175,4,10,8,6,4,2
BHE81_RS06180,0,6,3,6,8,6
BHE81_RS06185,0,0,4,3,4,4
BHE81_RS06190,0,0,4,0,0,4
BHE81_RS06195,8,4,4,6,6,8
BHE81_RS06200,6,14,4,21,34,13
BHE81_RS06205,2,10,14,6,19,4
BHE81_RS06210,2,9,11,16,25,14
BHE81_RS06215,124,90,401,884,1361,435
BHE81_RS06220,2,7,8,22,20,19
BHE81_RS06225,2,2,0,2,5,4
BHE81_RS06230,2,0,0,0,6,2
BHE81_RS06235,0,2,4,2,0,8
BHE81_RS06240,2,4,2,8,12,3
BHE81_RS06245,0,8,4,12,36,10
BHE81_RS06250,2,6,4,9,11,2
BHE81_RS06255,0,0,6,6,13,0
BHE81_RS06260,0,0,2,4,4,3
BHE81_RS06265,0,0,3,4,6,5
BHE81_RS06270,2,6,5,15,8,3
BHE81_RS06275,5,16,20,45,39,26
BHE81_RS06280,0,0,14,6,10,7
BHE81_RS06285,1,3,8,8,14,8
BHE81_RS06290,1,2,8,6,18,9
BHE81_RS06295,0,0,0,8,4,6
BHE81_RS06300,4,0,8,16,20,2
BHE81_RS06305,0,2,3,2,1,2
BHE81_RS06310,0,0,0,0,0,0
BHE81_RS06315,0,0,0,0,0,0
BHE81_RS06320,0,0,0,0,0,2
BHE81_RS06325,0,4,8,2,2,2
BHE81_RS06330,0,0,0,0,0,4
BHE81_RS06335,0,0,2,0,2,2
BHE81_RS06340,0,8,2,16,28,14
BHE81_RS06345,0,0,2,2,4,0
BHE81_RS06350,0,0,1,6,3,0
BHE81_RS06355,6,8,0,20,30,4
BHE81_RS06360,0,0,0,0,0,0
BHE81_RS06365,0,0,2,2,0,0
BHE81_RS06370,0,0,0,0,0,0
BHE81_RS06375,0,0,0,2,0,1
BHE81_RS06380,4,19,24,10,10,8
BHE81_RS06385,8,33,47,20,10,14
BHE81_RS06390,0,31,17,11,2,2
BHE81_RS06395,10,9,8,6,18,2
BHE81_RS06400,0,30,44,69,92,40
BHE81_RS06405,13,52,66,105,157,63
BHE81_RS06410,36,85,223,333,442,149
BHE81_RS06415,4,4,2,12,13,6
BHE81_RS06420,2,0,8,4,8,0
BHE81_RS06425,11,20,10,19,22,23
BHE81_RS06430,1,2,4,10,16,11
BHE81_RS06435,0,2,4,4,8,0
BHE81_RS06440,2,2,2,2,0,0
BHE81_RS06445,0,0,2,2,2,4
BHE81_RS06450,2,2,10,4,7,6
BHE81_RS06455,8,12,0,12,23,4
BHE81_RS06460,4,0,4,6,8,0
BHE81_RS06465,0,0,0,0,3,0
BHE81_RS06470,0,2,0,6,10,2
BHE81_RS06475,0,2,0,2,0,0
BHE81_RS06480,0,0,0,0,0,0
BHE81_RS06485,2,0,2,4,6,2
BHE81_RS28105,0,0,0,0,0,0
BHE81_RS06490,2,6,0,7,15,4
BHE81_RS06495,4,5,10,10,18,6
BHE81_RS06500,2,17,9,12,18,6
BHE81_RS06505,8,35,32,37,41,19
BHE81_RS28615,0,2,0,7,5,3
BHE81_RS06515,0,0,2,4,2,7
BHE81_RS06520,0,0,0,8,0,0
BHE81_RS06525,2,0,9,18,14,12
BHE81_RS06530,1,0,0,11,8,4
BHE81_RS06535,6,4,8,11,19,11
BHE81_RS06540,4,37,26,23,44,21
BHE81_RS06545,0,2,2,0,4,0
BHE81_RS06550,0,0,0,1,4,0
BHE81_RS06555,0,0,0,2,0,0
BHE81_RS06565,0,2,1,2,4,3
BHE81_RS28620,0,1,0,0,0,0
BHE81_RS06575,5,0,6,8,6,8
BHE81_RS28110,0,0,2,3,3,1
BHE81_RS06580,0,0,2,4,3,0
BHE81_RS06585,2,8,8,17,36,2
BHE81_RS06590,0,2,0,8,6,2
BHE81_RS06595,4,2,4,9,13,4
BHE81_RS06600,2,0,4,8,5,6
BHE81_RS06605,4,0,2,0,6,4
BHE81_RS06610,2,10,12,8,14,6
BHE81_RS06615,2,2,2,2,6,2
BHE81_RS06620,11,6,21,12,50,6
BHE81_RS06625,2,18,16,30,35,16
BHE81_RS06630,8,14,20,23,22,12
BHE81_RS06635,6,27,48,67,50,42
BHE81_RS06640,0,10,10,6,18,6
BHE81_RS29100,0,0,1,2,0,0
BHE81_RS06645,0,1,3,13,25,0
BHE81_RS06650,0,4,0,6,10,6
BHE81_RS06655,2,2,0,4,6,2
BHE81_RS06660,4,2,2,8,16,2
BHE81_RS06665,34,39,41,377,366,227
BHE81_RS06670,61,79,57,547,455,253
BHE81_RS06675,1,2,8,14,17,8
BHE81_RS06680,2,2,5,4,9,4
BHE81_RS06685,0,4,6,10,20,6
BHE81_RS06690,0,2,4,19,16,10
BHE81_RS06695,0,0,0,7,0,4
BHE81_RS06700,0,14,27,63,118,38
BHE81_RS06705,2,0,12,33,38,49
BHE81_RS06710,2,4,5,23,37,19
BHE81_RS06715,0,2,0,32,16,20
BHE81_RS06720,0,0,1,4,6,3
BHE81_RS06725,6,2,0,29,8,11
BHE81_RS06730,2,11,2,27,46,15
BHE81_RS06735,7,12,4,87,84,34
BHE81_RS06740,0,8,4,12,26,2
BHE81_RS06745,2,2,4,0,8,0
BHE81_RS06750,0,0,0,2,0,0
BHE81_RS06755,0,14,16,12,12,6
BHE81_RS06760,105,557,791,123,251,84
BHE81_RS06765,26,37,16,54,70,29
BHE81_RS06770,0,2,0,19,15,4
BHE81_RS06780,0,0,4,4,6,2
BHE81_RS06785,4,4,9,24,51,14
BHE81_RS06790,4,8,9,42,37,10
BHE81_RS06795,8,10,2,11,6,6
BHE81_RS06800,0,2,4,6,6,2
BHE81_RS06805,0,0,0,0,0,0
BHE81_RS06810,4,11,9,48,66,19
BHE81_RS06815,6,8,14,45,36,9
BHE81_RS06820,8,68,48,128,188,91
BHE81_RS28115,0,0,9,3,13,3
BHE81_RS06825,2,4,8,17,8,0
BHE81_RS06830,2,3,16,27,21,5
BHE81_RS06835,0,0,0,0,0,0
BHE81_RS06840,0,0,0,5,3,0
BHE81_RS06845,0,4,0,8,13,4
BHE81_RS06850,8,8,8,14,12,4
BHE81_RS06855,0,0,2,7,5,2
BHE81_RS06860,0,2,0,5,8,2
BHE81_RS06865,0,0,0,1,0,0
BHE81_RS06880,0,0,4,12,10,9
BHE81_RS06885,2,12,14,32,73,25
BHE81_RS06890,0,1,2,7,16,9
BHE81_RS06895,6,17,11,28,42,8
BHE81_RS06900,0,2,2,2,2,0
BHE81_RS06905,24,19,149,554,566,277
BHE81_RS28120,0,1,3,6,4,4
BHE81_RS06910,33,78,68,158,272,119
BHE81_RS06915,0,4,0,2,2,1
BHE81_RS06920,1,2,0,0,6,0
BHE81_RS06925,4,34,16,33,48,23
BHE81_RS29105,6,23,12,28,18,22
BHE81_RS06935,2,0,0,2,0,0
BHE81_RS06940,146,249,296,1148,1627,488
BHE81_RS06945,2,2,10,81,172,61
BHE81_RS06950,2,0,0,53,69,24
BHE81_RS06955,0,2,0,46,62,34
BHE81_RS06960,0,2,0,113,162,60
BHE81_RS06965,0,0,0,57,95,45
BHE81_RS06970,0,7,4,119,193,82
BHE81_RS06975,2,25,12,98,127,44
BHE81_RS06980,0,0,1,26,9,10
BHE81_RS06985,2,0,0,49,42,20
BHE81_RS06990,0,0,0,0,0,0
BHE81_RS29110,0,0,3,0,0,0
