Geneid,SRR12998916,SRR12998917,SRR12998918,SRR12998919,SRR12998920,SRR12998921
BHE81_RS28525,0,0,4,5,2,4
BHE81_RS00690,14,56,75,205,238,128
BHE81_RS00695,106,372,343,591,643,446
BHE81_RS00700,25,52,84,210,165,98
BHE81_RS00705,8,47,56,86,126,65
BHE81_RS00710,16,81,84,155,138,103
BHE81_RS00715,11,58,50,53,50,28
BHE81_RS00720,2,5,11,2,5,2
BHE81_RS00725,2,11,16,21,18,12
BHE81_RS00730,4,4,2,5,17,4
BHE81_RS00735,4,0,4,2,16,2
BHE81_RS00740,2,16,11,8,8,2
BHE81_RS00745,0,4,2,2,11,0
BHE81_RS00750,0,3,2,10,18,2
BHE81_RS00755,0,2,0,2,1,0
BHE81_RS00760,0,2,0,0,7,2
BHE81_RS00765,0,4,0,1,0,1
BHE81_RS00770,0,0,0,2,0,2
BHE81_RS00775,2,2,8,8,4,0
BHE81_RS00780,0,0,6,10,10,2
BHE81_RS00785,6,6,2,6,8,4
BHE81_RS00790,4,22,38,64,86,40
BHE81_RS00795,18,12,10,44,81,45
BHE81_RS00800,74,88,73,154,219,98
BHE81_RS00805,0,2,4,36,47,31
BHE81_RS00810,2,2,6,39,22,41
BHE81_RS00815,8,34,18,74,99,20
BHE81_RS00820,2,16,10,28,50,20
BHE81_RS00825,6,46,27,91,91,28
BHE81_RS00830,4,18,22,48,31,0
BHE81_RS00835,13,45,55,101,126,37
BHE81_RS00840,10,32,11,78,65,42
BHE81_RS00845,30,97,110,239,279,187
BHE81_RS00850,46,153,180,467,454,316
BHE81_RS00855,7,18,26,50,50,31
BHE81_RS00860,5,8,13,14,22,10
BHE81_RS00865,6,12,8,22,30,10
BHE81_RS00870,2,12,16,8,25,9
BHE81_RS00875,20,27,41,101,164,48
BHE81_RS00880,11,18,30,86,89,56
BHE81_RS00885,43,52,55,217,270,147
BHE81_RS00890,20,50,57,209,279,127
BHE81_RS00895,0,4,2,4,2,0
BHE81_RS00900,0,2,0,6,10,4
BHE81_RS00905,0,6,6,10,20,2
BHE81_RS00910,32,97,73,51,78,18
BHE81_RS00915,3,31,18,45,42,23
BHE81_RS00920,0,22,8,33,28,20
BHE81_RS00925,14,38,19,49,71,17
BHE81_RS00930,4,10,23,41,55,19
BHE81_RS00935,8,42,41,14,31,25
BHE81_RS00940,23,31,52,51,78,30
BHE81_RS00945,6,13,14,24,12,6
BHE81_RS00950,4,0,0,6,5,0
BHE81_RS00955,6,14,4,8,8,4
BHE81_RS00960,10,44,52,104,128,40
BHE81_RS00965,2,4,7,10,16,3
BHE81_RS00970,2,2,0,4,4,2
BHE81_RS00975,0,0,4,8,12,2
BHE81_RS00980,6,3,10,15,20,19
BHE81_RS00985,6,4,19,38,25,21
BHE81_RS00990,4,8,10,31,23,16
BHE81_RS00995,2,21,15,64,41,32
BHE81_RS01000,24,0,4,16,6,2
BHE81_RS01005,0,2,0,4,2,0
BHE81_RS01015,12,18,30,44,62,33
BHE81_RS01020,6,31,31,102,120,32
BHE81_RS01025,30,208,133,96,181,51
BHE81_RS01030,12,51,62,359,336,154
BHE81_RS01035,10,66,40,249,256,164
BHE81_RS01040,7,37,43,63,92,45
BHE81_RS01045,18,76,86,241,183,160
BHE81_RS01050,23,122,102,247,267,154
BHE81_RS01055,28,134,112,319,246,161
BHE81_RS01060,16,59,46,96,101,79
BHE81_RS01065,14,63,70,185,156,122
BHE81_RS01070,8,60,38,160,150,107
BHE81_RS01075,16,56,51,163,151,102
BHE81_RS01080,39,160,100,261,185,132
BHE81_RS01085,18,57,63,154,125,74
BHE81_RS01090,7,29,35,66,78,61
BHE81_RS01095,42,145,150,232,271,170
BHE81_RS01100,119,332,293,591,609,343
BHE81_RS01105,231,575,985,1784,1532,794
BHE81_RS01110,24,132,54,138,132,54
BHE81_RS01115,72,194,240,445,368,281
BHE81_RS01120,4,7,6,5,16,8
BHE81_RS01125,4,4,4,5,15,9
BHE81_RS01130,8,8,17,31,39,22
BHE81_RS01135,0,28,26,30,25,15
BHE81_RS01140,42,95,191,165,198,61
BHE81_RS01145,4,12,11,6,16,9
BHE81_RS01150,0,8,8,0,2,5
BHE81_RS01155,0,0,4,5,4,2
BHE81_RS01160,6,30,17,105,117,60
BHE81_RS01165,17,21,32,125,138,37
BHE81_RS01170,6,30,19,80,62,22
BHE81_RS01175,7,32,20,19,41,8
BHE81_RS01180,0,12,6,20,12,11
BHE81_RS01185,10,38,38,78,76,40
BHE81_RS01190,24,42,75,101,103,90
BHE81_RS01195,168,501,432,916,937,636
BHE81_RS01200,139,314,403,723,704,356
BHE81_RS01205,130,421,500,1348,1439,1001
BHE81_RS01210,0,2,0,0,0,2
BHE81_RS01215,0,20,12,15,29,14
BHE81_RS01220,12,25,26,58,48,26
BHE81_RS01230,742,814,1157,2503,4132,1395
BHE81_RS01235,36,99,123,48,55,24
BHE81_RS01240,8,19,44,47,53,36
BHE81_RS01245,12,34,32,127,86,95
BHE81_RS01250,2,12,4,11,10,11
BHE81_RS01255,0,0,4,0,8,2
BHE81_RS01260,6,14,23,38,46,12
BHE81_RS01265,20,46,47,51,67,46
BHE81_RS01270,30,70,41,199,312,114
BHE81_RS27985,0,0,0,0,0,1
BHE81_RS01275,10,15,38,81,79,44
BHE81_RS01280,14,41,20,82,88,29
BHE81_RS01285,3,22,25,72,68,42
BHE81_RS01290,2,12,17,43,41,23
BHE81_RS01295,13,40,38,28,45,12
BHE81_RS01300,12,38,33,28,43,9
BHE81_RS01305,8,30,33,59,89,36
BHE81_RS01310,26,71,64,112,128,73
BHE81_RS01315,14,32,24,54,50,27
BHE81_RS01320,3,9,21,28,37,17
BHE81_RS01325,49,66,45,186,299,114
BHE81_RS01330,17,59,45,95,78,44
BHE81_RS01335,33,193,164,337,345,142
BHE81_RS01340,14,27,29,67,39,19
BHE81_RS01345,2,3,5,22,14,4
BHE81_RS01350,44,75,81,237,169,70
BHE81_RS01355,4,6,5,6,6,2
BHE81_RS01360,0,2,0,2,4,0
BHE81_RS01365,0,2,0,3,3,0
BHE81_RS01370,0,4,2,2,4,2
BHE81_RS01375,0,0,0,5,4,6
BHE81_RS01380,0,1,0,0,6,0
BHE81_RS01385,2,0,0,0,4,0
BHE81_RS01390,2,0,0,2,5,0
BHE81_RS01395,0,0,0,5,2,0
BHE81_RS01400,0,6,6,11,14,0
BHE81_RS01405,0,4,2,0,4,4
BHE81_RS01410,4,18,10,14,20,4
BHE81_RS01415,0,2,0,2,4,0
BHE81_RS27990,0,0,0,0,0,0
BHE81_RS01420,14,26,30,28,48,14
BHE81_RS01425,0,12,9,10,6,2
BHE81_RS01430,4,2,4,8,4,2
BHE81_RS27995,0,0,0,0,0,1
BHE81_RS01435,45,190,166,514,563,303
BHE81_RS01440,15,20,8,282,303,169
BHE81_RS01445,3,6,0,38,48,17
BHE81_RS01450,8,0,6,46,32,35
BHE81_RS01455,26,42,24,138,136,51
BHE81_RS01460,29,118,76,146,177,80
BHE81_RS01465,6,12,7,38,44,30
BHE81_RS01470,8,36,29,147,143,88
BHE81_RS01475,1,10,14,28,38,12
BHE81_RS01480,8,40,38,56,57,38
BHE81_RS01485,14,76,48,116,121,76
BHE81_RS01490,24,36,83,138,210,36
BHE81_RS01495,36,104,80,2425,2571,1170
BHE81_RS01500,22,73,82,118,90,32
BHE81_RS01505,10,52,63,138,139,100
BHE81_RS01510,42,72,91,252,248,147
BHE81_RS01515,2,50,42,56,66,42
BHE81_RS01520,8,45,45,150,105,100
BHE81_RS01525,734,303,572,2149,2791,1185
BHE81_RS01530,233,166,271,876,1068,651
BHE81_RS01535,16,51,16,107,138,103
BHE81_RS01540,35,52,58,209,219,133
BHE81_RS01545,26,64,40,273,224,101
BHE81_RS01555,10,30,56,160,189,130
BHE81_RS01560,4,47,46,114,102,63
BHE81_RS01565,40,128,90,594,737,344
BHE81_RS01570,89,269,350,963,854,718
BHE81_RS01575,49,129,178,319,355,207
BHE81_RS01580,38,168,133,396,404,230
BHE81_RS01585,8,43,36,71,95,52
BHE81_RS01590,51,139,150,320,293,235
BHE81_RS01595,10,40,48,94,112,64
BHE81_RS01600,7,58,26,61,68,30
BHE81_RS01605,48,174,156,384,370,280
BHE81_RS01610,38,146,125,397,368,178
BHE81_RS01615,18,54,95,168,156,110
BHE81_RS01620,10,12,24,44,63,14
BHE81_RS01625,13,47,47,104,78,55
BHE81_RS01630,8,36,42,83,89,42
BHE81_RS01635,15,52,60,125,131,56
BHE81_RS01640,8,28,19,71,100,46
BHE81_RS01645,10,6,22,43,74,26
BHE81_RS01650,9,26,30,129,139,47
BHE81_RS01655,4,6,21,22,25,14
BHE81_RS01660,62,166,113,322,351,193
BHE81_RS01665,22,60,34,83,134,47
BHE81_RS01670,8,12,11,33,93,14
BHE81_RS01675,8,36,35,103,94,53
BHE81_RS01680,0,5,2,11,11,11
BHE81_RS01685,8,8,18,65,67,37
BHE81_RS01690,6,16,20,32,40,26
BHE81_RS01700,40,99,108,159,142,77
BHE81_RS01705,98,505,470,1035,859,488
BHE81_RS01710,163,481,577,1753,1464,757
BHE81_RS01715,64,296,309,782,736,458
BHE81_RS01720,46,175,258,730,668,510
BHE81_RS01725,89,283,353,900,957,594
BHE81_RS01730,2,21,20,23,22,16
BHE81_RS01735,0,0,4,0,4,0
BHE81_RS01740,0,0,0,2,0,0
BHE81_RS01745,4,2,6,8,12,2
BHE81_RS01750,0,10,10,6,3,6
BHE81_RS01755,0,30,26,110,184,68
BHE81_RS01760,0,6,4,174,308,90
BHE81_RS01765,0,1,0,169,199,74
BHE81_RS01775,6,12,43,38,32,11
BHE81_RS01780,0,0,8,2,0,2
BHE81_RS01785,0,2,0,0,6,2
BHE81_RS01790,0,2,0,2,1,0
BHE81_RS01795,0,8,4,8,8,4
BHE81_RS01800,2,0,0,0,2,0
BHE81_RS01805,0,0,2,0,7,0
BHE81_RS01810,17,39,27,30,31,26
BHE81_RS01815,0,8,8,0,4,4
BHE81_RS01820,0,0,10,10,1,6
BHE81_RS01825,0,0,4,4,4,2
BHE81_RS01835,4,2,12,10,22,10
BHE81_RS01840,2,6,20,18,2,48
BHE81_RS01845,0,0,6,0,2,18
BHE81_RS01850,2,1,6,6,2,2
BHE81_RS01855,0,14,4,20,22,19
BHE81_RS01860,6,30,22,8,30,9
BHE81_RS01865,0,6,2,10,8,2
BHE81_RS01870,4,0,0,4,0,0
BHE81_RS01875,0,4,2,6,0,2
BHE81_RS01880,0,7,0,3,4,0
BHE81_RS01885,0,0,2,2,2,3
BHE81_RS01890,2,5,0,4,2,0
BHE81_RS01895,0,2,0,0,2,2
BHE81_RS01900,4,8,6,12,12,4
BHE81_RS01905,0,4,8,7,9,0
BHE81_RS01910,1,5,11,5,13,3
BHE81_RS01915,2,4,3,2,3,2
BHE81_RS01920,4,4,2,5,6,6
BHE81_RS01925,6,50,31,48,47,26
BHE81_RS01930,4,19,14,50,72,33
BHE81_RS01935,0,4,3,11,17,14
BHE81_RS01940,4,32,4,18,53,8
BHE81_RS01945,22,60,34,34,26,20
BHE81_RS01950,0,0,0,0,0,2
BHE81_RS01955,0,4,0,10,8,2
BHE81_RS01960,8,23,18,50,68,31
BHE81_RS01965,4,19,12,28,60,25
BHE81_RS01970,2,9,7,14,14,4
BHE81_RS01975,7,2,21,19,16,16
BHE81_RS01980,18,80,85,3,9,4
BHE81_RS01990,4,6,8,16,20,19
BHE81_RS01995,0,13,13,32,34,28
BHE81_RS02000,2,2,6,8,22,4
BHE81_RS02005,16,40,67,140,208,46
BHE81_RS02010,2,15,30,51,34,24
BHE81_RS02015,38,160,147,419,516,288
BHE81_RS02020,0,4,10,16,7,9
BHE81_RS02025,8,43,42,50,26,18
BHE81_RS02030,2,4,11,16,26,4
BHE81_RS02035,2,20,10,28,23,12
BHE81_RS02045,2,9,12,18,26,8
BHE81_RS02050,0,2,4,8,6,2
BHE81_RS02055,2,2,20,46,64,12
BHE81_RS02060,17,12,14,318,344,164
BHE81_RS02065,18,51,58,125,111,76
BHE81_RS02070,16,62,59,108,128,59
BHE81_RS02075,4,23,16,31,50,30
BHE81_RS02080,56,109,100,133,210,67
BHE81_RS02085,28,113,65,92,96,31
BHE81_RS02090,21,52,62,48,43,38
BHE81_RS02095,12,46,48,45,46,25
BHE81_RS02100,10,49,35,40,35,15
BHE81_RS02105,55,83,95,53,111,51
BHE81_RS02110,0,13,11,13,19,13
BHE81_RS02115,2,17,11,7,5,10
BHE81_RS02120,4,56,56,203,165,90
BHE81_RS02125,0,12,5,35,21,14
BHE81_RS02130,75,322,298,655,863,352
BHE81_RS02135,14,22,7,48,49,20
BHE81_RS02140,22,96,99,94,92,49
BHE81_RS02145,0,42,46,90,115,65
BHE81_RS02150,4,28,31,53,45,46
BHE81_RS02155,4,4,9,6,31,14
BHE81_RS02160,2,11,20,40,38,32
BHE81_RS02165,2,18,20,33,51,24
BHE81_RS02170,0,5,2,28,34,11
BHE81_RS02175,2,0,2,4,8,6
BHE81_RS02180,4,16,25,2,8,6
BHE81_RS02185,10,40,44,27,46,3
BHE81_RS02190,4,17,9,19,33,12
BHE81_RS02195,4,2,4,4,6,4
BHE81_RS02200,2,12,7,10,2,16
BHE81_RS02205,2,4,2,10,15,6
BHE81_RS02210,2,2,4,31,32,31
BHE81_RS02215,2,0,2,6,2,6
BHE81_RS02220,0,4,9,42,48,16
BHE81_RS02230,0,21,17,2,0,3
BHE81_RS02235,4,5,8,11,8,10
BHE81_RS02240,2,10,12,6,26,14
BHE81_RS02245,12,32,34,39,41,10
BHE81_RS02250,0,0,0,4,2,2
BHE81_RS02255,10,65,67,32,62,30
BHE81_RS02260,0,0,8,0,1,8
BHE81_RS02265,4,0,0,10,0,4
BHE81_RS02270,0,0,5,4,4,1
BHE81_RS02275,0,2,4,0,1,2
BHE81_RS02280,0,2,10,6,6,0
BHE81_RS02285,0,2,2,0,2,2
BHE81_RS02290,0,4,2,2,1,0
BHE81_RS02295,0,0,0,0,2,0
BHE81_RS02300,2,0,0,5,2,2
BHE81_RS02305,0,2,0,5,6,2
BHE81_RS02310,2,4,0,0,6,0
BHE81_RS02315,2,0,1,0,0,0
BHE81_RS02320,0,0,0,0,0,0
BHE81_RS02325,0,0,0,0,0,0
BHE81_RS02330,0,0,0,0,0,0
BHE81_RS02335,0,0,0,0,0,0
BHE81_RS02340,0,0,4,5,4,0
BHE81_RS02345,0,0,0,0,0,0
BHE81_RS02350,0,0,0,1,4,0
BHE81_RS29090,0,21,13,18,23,8
BHE81_RS29000,0,0,1,3,5,4
BHE81_RS02370,0,4,25,16,6,22
BHE81_RS02375,0,1,21,12,0,31
BHE81_RS02380,2,0,29,12,4,37
BHE81_RS02385,4,6,38,30,10,61
BHE81_RS29095,0,0,2,2,2,8
BHE81_RS02395,0,0,4,0,0,7
BHE81_RS02400,4,7,21,40,35,14
BHE81_RS02410,8,81,75,154,155,87
BHE81_RS02415,12,51,41,114,184,68
BHE81_RS02420,2,4,6,14,22,6
BHE81_RS02425,2,7,7,72,73,26
BHE81_RS02435,2,19,20,23,36,12
BHE81_RS02440,4,5,25,22,31,14
BHE81_RS02445,0,18,2,10,10,4
BHE81_RS02450,4,4,2,14,17,6
BHE81_RS02455,0,8,1,32,64,28
BHE81_RS02460,0,0,2,16,17,4
BHE81_RS02465,0,0,2,0,2,0
BHE81_RS02470,0,0,0,8,4,0
BHE81_RS02475,2,4,4,5,10,0
BHE81_RS02480,0,2,7,3,0,0
BHE81_RS02485,6,4,18,20,12,6
BHE81_RS02490,0,2,0,0,2,0
BHE81_RS02495,0,5,0,3,5,2
BHE81_RS02500,0,6,2,0,0,2
BHE81_RS02505,0,2,8,10,8,2
BHE81_RS02510,0,0,0,26,29,24
BHE81_RS02515,4,0,13,40,41,22
BHE81_RS02520,12,12,2,24,32,18
BHE81_RS02525,0,1,4,0,6,2
BHE81_RS02530,0,0,4,8,4,4
BHE81_RS02535,2,24,18,23,20,8
BHE81_RS02540,4,19,21,25,50,18
BHE81_RS02545,6,19,16,42,58,18
BHE81_RS02550,2,15,16,52,39,30
BHE81_RS02555,2,6,0,15,10,6
BHE81_RS02560,0,6,10,17,40,16
BHE81_RS28000,3,1,2,3,0,6
BHE81_RS02565,1,4,2,2,7,0
BHE81_RS02570,0,0,2,0,2,0
BHE81_RS02575,4,0,0,4,10,2
BHE81_RS02580,2,1,0,4,4,2
BHE81_RS02585,0,0,0,0,2,0
BHE81_RS02590,2,4,0,6,6,8
BHE81_RS02595,0,0,2,10,10,4
BHE81_RS02600,2,4,4,8,14,4
BHE81_RS02605,2,2,6,6,6,6
BHE81_RS02610,1,0,2,8,4,0
BHE81_RS02615,5,41,3,35,36,18
BHE81_RS02620,15,58,8,42,77,20
BHE81_RS02625,14,26,19,41,71,25
BHE81_RS02630,20,146,19,33,92,26
BHE81_RS02640,6,16,8,513,877,470
BHE81_RS02645,2,2,0,29,30,21
BHE81_RS02650,4,2,2,5,8,2
BHE81_RS02655,0,0,2,0,1,0
BHE81_RS02660,6,0,2,10,8,0
BHE81_RS02665,0,0,0,0,1,0
BHE81_RS28005,0,0,0,0,0,0
BHE81_RS02670,2,6,4,6,12,0
BHE81_RS02675,4,4,13,17,31,19
BHE81_RS02680,4,8,6,10,25,12
BHE81_RS28010,0,0,0,0,0,0
BHE81_RS02685,4,0,4,22,23,10
BHE81_RS02690,4,40,18,50,52,28
BHE81_RS02695,3,4,4,136,155,52
BHE81_RS02700,6,6,0,93,116,58
BHE81_RS02705,11,17,0,87,101,60
BHE81_RS02710,9,18,4,148,172,109
BHE81_RS02715,8,4,0,48,52,26
BHE81_RS02720,0,0,0,4,0,4
BHE81_RS02725,20,56,41,84,93,56
BHE81_RS02730,16,37,27,56,52,20
BHE81_RS02735,2,6,4,11,20,8
BHE81_RS02740,2,9,18,133,193,52
BHE81_RS02745,11,18,10,123,147,57
BHE81_RS02750,0,4,2,28,37,13
BHE81_RS02755,2,7,5,16,7,11
BHE81_RS02760,15,79,69,109,172,54
BHE81_RS02765,3,14,6,30,37,10
BHE81_RS02770,6,16,19,6,6,6
BHE81_RS02775,16,15,67,119,155,57
BHE81_RS02780,17,41,33,99,127,65
BHE81_RS02785,7,20,26,89,102,48
BHE81_RS02790,10,78,112,89,84,50
BHE81_RS02795,2,17,11,52,69,22
BHE81_RS02800,12,30,35,349,415,215
BHE81_RS02805,13,10,19,45,29,15
BHE81_RS02810,9,22,16,65,107,31
BHE81_RS02815,6,22,30,72,85,21
BHE81_RS02820,4,14,42,64,65,40
BHE81_RS02825,28,48,16,95,95,48
BHE81_RS02830,26,64,95,92,199,52
BHE81_RS02835,10,66,60,106,114,34
BHE81_RS02840,6,14,17,19,27,20
BHE81_RS02845,0,6,18,103,131,69
BHE81_RS02850,6,20,23,90,128,68
BHE81_RS02855,28,153,58,163,206,59
BHE81_RS02860,0,19,28,28,18,15
BHE81_RS02865,6,23,22,34,28,18
BHE81_RS02870,0,2,0,0,8,0
BHE81_RS02875,2,2,0,2,6,2
BHE81_RS02880,0,8,0,1,4,0
BHE81_RS02885,2,8,2,14,10,6
BHE81_RS02890,0,6,4,2,5,2
BHE81_RS02895,0,0,2,2,0,0
BHE81_RS02900,0,6,4,0,6,2
BHE81_RS02905,0,0,0,0,0,0
BHE81_RS02910,0,0,0,0,0,0
BHE81_RS28015,0,0,0,0,0,0
BHE81_RS02915,32,151,178,275,412,218
BHE81_RS02920,2,2,10,18,12,7
BHE81_RS28020,0,0,0,0,4,1
BHE81_RS02925,6,20,12,44,43,39
BHE81_RS02930,107,115,193,459,453,207
BHE81_RS02935,34,19,81,155,191,108
BHE81_RS02940,58,221,125,449,521,283
BHE81_RS02945,54,198,97,237,257,140
BHE81_RS02950,0,2,1,7,11,8
BHE81_RS02955,0,4,6,12,35,5
BHE81_RS02960,8,10,28,64,46,40
BHE81_RS02965,0,0,1,16,33,16
BHE81_RS02970,7,14,13,23,27,18
BHE81_RS02975,10,48,32,126,118,43
BHE81_RS02980,12,12,32,117,133,66
BHE81_RS02985,16,39,32,165,228,143
BHE81_RS02990,12,38,22,105,137,78
BHE81_RS02995,10,54,30,52,73,64
BHE81_RS03000,11,67,61,86,99,59
BHE81_RS03005,26,90,81,186,239,118
BHE81_RS03010,26,111,54,275,380,119
BHE81_RS03015,1,13,4,12,24,8
BHE81_RS03020,21,32,52,61,91,40
BHE81_RS03025,2,12,20,34,18,17
BHE81_RS03030,2,29,9,27,39,13
BHE81_RS03035,12,16,26,50,49,32
BHE81_RS03040,20,100,58,123,138,116
BHE81_RS03045,8,28,34,70,72,22
BHE81_RS03050,32,174,140,439,410,216
BHE81_RS03055,4,2,6,12,13,6
BHE81_RS03060,2,4,2,2,8,0
BHE81_RS03065,0,10,0,8,28,0
BHE81_RS03070,0,0,0,2,2,0
BHE81_RS03075,1,2,4,5,3,2
BHE81_RS03080,2,0,0,3,9,2
BHE81_RS03085,4,2,0,2,6,3
BHE81_RS03090,4,32,27,39,55,24
BHE81_RS03095,146,108,123,349,454,276
BHE81_RS03100,40,35,61,184,140,127
BHE81_RS03105,69,101,86,381,405,292
BHE81_RS03110,220,190,177,794,975,722
BHE81_RS03115,66,87,121,351,348,428
BHE81_RS03120,11,35,19,72,73,33
BHE81_RS03125,9,25,25,76,91,39
BHE81_RS03130,14,44,93,131,106,86
BHE81_RS03145,108,254,248,1196,1139,773
BHE81_RS03150,31,142,168,234,276,162
BHE81_RS03155,116,322,543,844,865,465
BHE81_RS03160,92,371,873,1038,774,618
BHE81_RS03165,110,178,495,643,657,271
BHE81_RS03170,54,128,190,416,559,319
BHE81_RS03175,0,2,4,6,4,4
BHE81_RS03180,6,3,12,87,114,62
BHE81_RS03185,5,23,17,69,60,25
BHE81_RS03190,2,81,42,39,55,18
BHE81_RS03195,2,4,6,14,12,0
BHE81_RS03200,2,5,2,10,6,18
BHE81_RS03205,0,4,2,31,30,20
BHE81_RS03210,16,20,24,99,119,47
BHE81_RS03215,12,28,43,102,88,33
BHE81_RS03220,0,0,1,2,0,2
BHE81_RS03225,0,2,6,6,18,6
BHE81_RS03230,4,4,4,26,30,26
BHE81_RS03235,12,69,101,372,386,173
BHE81_RS03240,1,11,5,17,37,9
BHE81_RS03245,3,12,4,2,18,2
BHE81_RS03255,0,2,2,24,16,23
BHE81_RS03260,2,0,4,5,0,8
BHE81_RS03265,12,68,34,57,96,34
BHE81_RS03270,2,7,6,24,32,4
BHE81_RS03275,0,1,0,2,0,4
BHE81_RS03280,2,12,25,27,30,8
BHE81_RS03285,8,31,61,52,79,25
BHE81_RS03290,6,23,40,4,26,10
BHE81_RS03295,12,46,47,19,29,16
BHE81_RS03300,2,12,18,11,19,12
BHE81_RS03305,0,5,6,0,6,2
BHE81_RS03310,4,8,18,10,18,2
BHE81_RS03315,0,28,40,18,24,10
BHE81_RS03320,0,4,8,2,2,0
BHE81_RS03325,2,0,10,12,6,2
BHE81_RS03330,20,44,56,62,65,28
BHE81_RS03335,0,0,4,10,0,3
BHE81_RS03340,0,0,1,1,1,0
BHE81_RS03345,6,6,10,10,12,6
BHE81_RS03350,12,59,85,146,203,53
BHE81_RS03355,10,15,24,64,58,59
BHE81_RS28025,0,0,1,3,0,0
BHE81_RS03360,8,33,48,57,53,31
BHE81_RS03365,0,4,11,5,1,21
BHE81_RS03370,5,10,39,67,40,83
BHE81_RS03375,140,364,482,903,1021,659
BHE81_RS03380,17,72,108,325,324,234
BHE81_RS03385,2,7,17,51,54,30
BHE81_RS03390,35,88,59,143,198,77
BHE81_RS03395,19,72,42,115,168,35
BHE81_RS03400,0,4,2,8,1,2
BHE81_RS03405,10,13,10,50,44,16
BHE81_RS03410,8,1,15,33,24,23
BHE81_RS03415,6,13,18,59,66,38
BHE81_RS28535,12,18,16,113,134,43
BHE81_RS28540,14,23,27,104,71,57
BHE81_RS03425,11,20,29,155,129,91
BHE81_RS03430,32,102,53,231,231,112
BHE81_RS03435,46,358,848,443,401,298
BHE81_RS03440,24,56,38,160,238,88
BHE81_RS03445,24,36,39,118,142,89
BHE81_RS03450,8,43,26,60,90,41
BHE81_RS03455,33,134,118,164,242,81
BHE81_RS03460,6,4,8,14,21,16
BHE81_RS03465,20,96,76,113,149,79
BHE81_RS03470,4,20,28,23,34,11
BHE81_RS03475,8,34,20,48,90,30
BHE81_RS03480,10,45,48,80,66,37
BHE81_RS03485,8,26,15,53,49,18
BHE81_RS03490,12,33,30,75,59,31
BHE81_RS03495,22,52,105,64,80,40
BHE81_RS03500,4,4,4,12,6,5
BHE81_RS03505,3,16,17,34,39,5
BHE81_RS03515,1,28,42,93,113,44
BHE81_RS03520,6,13,12,54,68,31
BHE81_RS03525,38,39,46,195,281,99
BHE81_RS03530,4,32,19,108,162,51
BHE81_RS03535,16,29,54,229,298,99
BHE81_RS28030,0,0,0,0,0,0
BHE81_RS03540,8,9,3,18,18,9
BHE81_RS03545,10,22,12,24,21,7
BHE81_RS03550,13,29,53,65,86,30
BHE81_RS03555,2,16,11,26,25,9
BHE81_RS03560,0,2,2,3,2,3
BHE81_RS03565,4,10,6,28,51,16
BHE81_RS03570,8,15,34,123,91,77
BHE81_RS03575,64,191,202,183,176,114
BHE81_RS03580,10,11,4,14,23,7
BHE81_RS03585,12,55,41,66,73,31
BHE81_RS28545,0,0,0,3,7,2
BHE81_RS03600,0,4,2,0,2,2
BHE81_RS03605,0,2,3,2,4,0
BHE81_RS03610,0,2,9,0,6,2
BHE81_RS28035,0,0,0,0,0,1
BHE81_RS03615,12,54,97,2,10,7
BHE81_RS03620,0,2,4,2,0,2
BHE81_RS03625,0,1,0,8,10,0
BHE81_RS03630,0,4,4,8,4,2
BHE81_RS28550,0,2,0,0,2,0
BHE81_RS28555,0,0,0,0,2,0
BHE81_RS03640,2,10,16,8,20,4
BHE81_RS03645,2,10,12,12,11,10
BHE81_RS03650,8,25,26,32,40,49
BHE81_RS03655,6,14,39,75,83,20
BHE81_RS03660,42,150,275,834,813,471
BHE81_RS28560,2,5,4,17,14,10
BHE81_RS03670,0,10,13,14,14,6
BHE81_RS03675,0,2,0,10,4,6
BHE81_RS03680,2,10,2,2,12,2
BHE81_RS03685,2,2,4,2,6,0
BHE81_RS03690,14,143,225,45,75,21
BHE81_RS03695,6,7,8,6,17,6
BHE81_RS03700,0,0,0,2,0,2
BHE81_RS03705,0,2,4,4,6,2
BHE81_RS03710,5,2,4,4,9,0
BHE81_RS03715,2,4,0,5,6,8
BHE81_RS03720,2,6,10,32,17,8
BHE81_RS03725,8,0,2,258,236,177
BHE81_RS03730,8,16,2,316,314,156
BHE81_RS03735,2,6,4,185,139,90
BHE81_RS03740,0,12,1,17,13,2
BHE81_RS03745,4,22,45,62,46,18
BHE81_RS03750,0,3,10,12,39,4
BHE81_RS03755,6,3,4,14,16,4
BHE81_RS03760,8,15,10,4,14,8
BHE81_RS03765,2,13,11,6,22,8
BHE81_RS03770,20,14,13,24,48,10
BHE81_RS03775,0,2,0,0,0,0
BHE81_RS03780,2,4,6,6,8,8
BHE81_RS03785,4,9,4,49,41,18
BHE81_RS03790,0,8,4,39,33,29
BHE81_RS03795,4,14,2,72,69,53
BHE81_RS03800,28,16,34,844,938,553
BHE81_RS03805,0,4,0,18,14,7
BHE81_RS28040,0,0,0,0,0,1
BHE81_RS28045,0,0,0,0,0,1
BHE81_RS03810,2,4,2,7,6,6
BHE81_RS03815,2,0,4,4,0,0
BHE81_RS03820,31,51,112,150,194,65
BHE81_RS03825,97,322,658,198,316,138
BHE81_RS03830,26,66,62,158,160,80
BHE81_RS03835,26,127,103,195,215,102
BHE81_RS03840,39,50,93,111,219,77
BHE81_RS03845,10,60,69,156,240,74
BHE81_RS03850,2,4,5,12,8,0
BHE81_RS03855,5,15,30,8,8,2
BHE81_RS03860,37,92,40,12,16,8
