gene_id,product,log2FoldChange,padj,functional_category
BHE81_RS11345,anaerobic glycerol-3-phosphate dehydrogenase subunit GlpC,-4.918721274848231,4.115403468406383e-09,Metabolism
BHE81_RS11350,2-keto-3-deoxy-L-rhamnonate aldolase,-2.8883680691045512,6.269702549076873e-05,Unknown
BHE81_RS11390,o-succinylbenzoate--CoA ligase,-1.835625621688092,0.0011218369674404,Unknown
BHE81_RS11395,o-succinylbenzoate synthase,-2.550276801831823,9.46622695734123e-06,Metabolism
BHE81_RS11400,1%2C4-dihydroxy-2-naphthoyl-CoA synthase,-3.6641925407602383,6.345490741821996e-10,Metabolism
BHE81_RS11405,2-succinyl-6-hydroxy-2%2C4-cyclohexadiene-1-carboxylate synthase,-2.092044946427991,0.0030086703196441,Metabolism
BHE81_RS11410,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase,-2.610047465327024,1.8290026415344289e-07,Metabolism
BHE81_RS11415,isochorismate synthase MenF,-2.092020299820583,0.0001698329986258,Metabolism
BHE81_RS11515,SLC13 family permease,-1.6475124177764002,0.0002420260062684,Transport
BHE81_RS11520,sugar phosphatase,-1.439935649206412,0.0001031068104236,Unknown
BHE81_RS11525,YfbU family protein,-1.1663288215173515,0.0430427792209826,Unknown
BHE81_RS11540,phosphate acetyltransferase,-1.6050556363493498,2.1847943133330625e-06,Metabolism
BHE81_RS28215,hypothetical protein,2.211310236088899,0.0349070282318584,Unknown
BHE81_RS11665,beta-ketoacyl-ACP synthase I,-1.237985001384227,0.0027075305043793,Metabolism
BHE81_RS11710,phosphohistidine phosphatase SixA,1.267128053000889,0.0069948692706545,Unknown
BHE81_RS11730,long-chain fatty acid transporter FadL,1.8498571271275672,1.1720909841627005e-05,Transport
BHE81_RS11800,glucokinase,-1.1552576090412567,0.0162218718668441,Metabolism
BHE81_RS11815,aldo/keto reductase,-1.9492065074797271,0.0004413062345036,Energy
BHE81_RS11820,DUF2502 domain-containing protein,1.7393861082657676,0.0064638516283174,Unknown
BHE81_RS11825,Nramp family divalent metal transporter,2.7049932220687807,1.791243283026962e-07,Transport
BHE81_RS11850,MerR family transcriptional regulator,-3.1298233960232147,0.00066303802949,Transcription
BHE81_RS11895,sulfate transporter CysZ,2.483170081917613,0.0183727399245265,Transport
BHE81_RS11900,cysteine synthase A,1.0994977693445127,0.0011864510497744,Metabolism
BHE81_RS11925,pyridoxine/pyridoxal/pyridoxamine kinase,2.0008380837703177,0.0477910765088542,Metabolism
BHE81_RS11970,Dyp-type peroxidase,-1.0029814094086495,0.0490577227870299,Stress_Response
BHE81_RS11975,RpoE-regulated lipoprotein,1.3210512330266666,0.033534184538121,Membrane
BHE81_RS12090,transaldolase,1.8438767470732285,0.0132665369996048,Unknown
BHE81_RS12095,transketolase,1.194822467105079,0.00257329204013,Unknown
BHE81_RS12100,DUF1176 domain-containing protein,1.7848513757796196,0.005087482870461,Unknown
BHE81_RS12110,formate-dependent uric acid utilization protein AegA,-3.6769241597294777,3.381789541055216e-13,Unknown
BHE81_RS12210,uracil permease,-2.368860487481326,0.0079640420232633,Transport
BHE81_RS12215,uracil phosphoribosyltransferase,-1.401981796487585,0.0036742005246345,Metabolism
BHE81_RS12220,6-phospho-beta-glucosidase,-2.529462861037799,1.0724064167287294e-05,Unknown
BHE81_RS12225,beta-glucoside kinase BglK,-2.11793454263056,0.0172762916145761,Metabolism
BHE81_RS12530,hypothetical protein,-1.415523909800754,0.0219032212845672,Unknown
BHE81_RS12535,enhanced serine sensitivity protein SseB,1.0874699104203436,0.0493390730200648,Unknown
BHE81_RS12555,Fe-S protein assembly chaperone HscA,1.4107055220467002,3.437634542295177e-05,Unknown
BHE81_RS12560,co-chaperone HscB,1.4849173122906096,0.023368847766262,Unknown
BHE81_RS12565,iron-sulfur cluster assembly protein IscA,1.857217184259056,5.341573910359015e-06,Unknown
BHE81_RS12570,Fe-S cluster assembly scaffold IscU,1.3123688760674557,0.0033821604707951,Unknown
BHE81_RS12575,cysteine desulfurase,2.393979438326951,3.8489750712216815e-09,Unknown
BHE81_RS12580,Fe-S cluster assembly transcriptional regulator IscR,1.7633336439447247,8.988741023295356e-08,Transcription
BHE81_RS12590,inositol-1-monophosphatase,2.668612788163993,1.2325133094991864e-05,Unknown
BHE81_RS12750,sigma-E factor regulatory protein RseB,1.056075560600689,0.0148187790900967,Transcription
BHE81_RS12755,anti-sigma-E factor RseA,1.521781485892827,1.5275757044868968e-05,Transcription
BHE81_RS12760,RNA polymerase sigma factor RpoE,1.6706664348713849,1.791243283026962e-07,Transcription
BHE81_RS12785,autonomous glycyl radical cofactor GrcA,-5.093576496983265,2.01153115162935e-30,Unknown
BHE81_RS12890,bifunctional chorismate mutase/prephenate dehydrogenase,-1.4291126367903402,0.0068180414637856,Metabolism
BHE81_RS12895,3-deoxy-7-phosphoheptulonate synthase AroF,-1.5344343699338976,0.0005026923709599,Metabolism
BHE81_RS12960,nucleotide exchange factor GrpE,1.457057189075917,0.0139324851334926,Unknown
BHE81_RS12970,DNA repair protein RecN,1.4918081398018668,1.5921301200101438e-06,DNA_Repair
BHE81_RS13170,aldehyde dehydrogenase family protein,1.415603439371247,0.0042865768183936,Metabolism
BHE81_RS13200,lipid A hydroxylase LpxO,2.173025844116459,1.3532821245888816e-05,Unknown
BHE81_RS13225,DUF2002 family protein,2.9962410726875106,0.0020471221325122,Unknown
BHE81_RS13230,DUF883 domain-containing protein,1.678849135264772,0.009882209149738,Unknown
BHE81_RS13240,carboxymuconolactone decarboxylase family protein,2.7786190560781976,0.0194947266248253,Unknown
BHE81_RS13255,class 1b ribonucleoside-diphosphate reductase subunit alpha,3.732153586107697,5.168432376927434e-10,Energy
BHE81_RS13260,class 1b ribonucleoside-diphosphate reductase subunit beta,2.6851138942990795,0.0030078162543571,Energy
BHE81_RS13265,glycine betaine/L-proline ABC transporter ATP-binding protein ProV,1.991660608211828,0.0426960439728895,Transport
BHE81_RS13370,recombinase RecA,1.2905305597526284,5.523600548130027e-05,DNA_Repair
BHE81_RS13405,PTS glucitol/sorbitol transporter subunit IIC,-2.5356927259660043,0.0244437106213359,Transport
BHE81_RS13410,PTS glucitol/sorbitol transporter subunit IIB,-2.7782403456434888,1.7211131840881517e-06,Transport
BHE81_RS13420,sorbitol-6-phosphate dehydrogenase,-2.575312482719208,6.536582422968921e-07,Metabolism
BHE81_RS13435,arabinose-5-phosphate isomerase GutQ,-1.8466715215580252,4.253457249302664e-06,Unknown
BHE81_RS13440,nitric oxide reductase transcriptional regulator NorR,-1.1047376766609582,0.0415775820285388,Transcription
BHE81_RS13560,hydrogenase formation protein HypD,-4.024023924257944,1.1738707104658524e-06,Unknown
BHE81_RS13565,hydrogenase expression/formation protein HypE,-4.337499328465071,8.172257104126721e-16,Unknown
BHE81_RS13625,metal ABC transporter substrate-binding protein,3.909521301450063,1.808483193869449e-19,Transport
BHE81_RS13630,manganese/iron ABC transporter ATP-binding protein,4.551376151636683,4.572525588577699e-13,Transport
BHE81_RS13635,iron/manganese ABC transporter permease subunit SitC,7.517500894247882,0.0010257203082537,Transport
BHE81_RS13640,metal ABC transporter permease,3.862570125050952,3.6736701920814415e-08,Transport
BHE81_RS13660,thiamine pyrophosphate-requiring protein,2.6226120467090106,0.0055901031018218,Unknown
BHE81_RS13665,SelT/SelW/SelH family protein,5.494735959404639,0.0365746548877575,Unknown
BHE81_RS13670,TonB-dependent receptor domain-containing protein,3.9229715448472966,6.271898238740983e-10,Unknown
BHE81_RS13675,hemin-degrading factor,4.069312622996592,4.295880259421471e-06,Unknown
BHE81_RS13680,heme/hemin ABC transporter substrate-binding protein,4.178309288416688,0.0003987001914295,Transport
BHE81_RS13685,FecCD family ABC transporter permease,3.843678297953407,7.888869771741357e-05,Transport
BHE81_RS13690,heme ABC transporter ATP-binding protein,4.397134015584138,0.0025948784735983,Transport
BHE81_RS13850,7-carboxy-7-deazaguanine synthase QueE,-1.587851344368002,0.005450326584277,Metabolism
BHE81_RS13855,SDR family oxidoreductase,2.264054202824456,0.0158576799865963,Energy
BHE81_RS13885,two-component sensor histidine kinase BarA,-1.21479152750397,0.031502136525418,Metabolism
BHE81_RS13945,HAAAP family serine/threonine permease,-1.300581083132225,0.0003151225175416,Transport
BHE81_RS13950,L-serine ammonia-lyase,-2.166130591071107,5.4996659539542824e-11,Unknown
BHE81_RS13955,aliphatic sulfonate ABC transporter substrate-binding protein,-1.1838231636619827,0.0350950562771954,Transport
BHE81_RS13990,LLM class flavin-dependent oxidoreductase,2.446229706344734,0.0376782855814626,Energy
BHE81_RS14000,FMNH2-dependent alkanesulfonate monooxygenase,3.2587193498534286,0.0055838777827194,Unknown
BHE81_RS14005,sigma-54-dependent Fis family transcriptional regulator,4.315956281375204,7.274016313086205e-15,Transcription
BHE81_RS14010,flap endonuclease Xni,-1.3241584835541151,0.0021561653672099,DNA_Repair
BHE81_RS14015,lactaldehyde reductase,-2.142192502471287,0.0009827605274545,Energy
BHE81_RS14065,YgdI/YgdR family lipoprotein,3.198497753780863,1.688556444643707e-07,Membrane
BHE81_RS14100,bifunctional adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferase,-2.647411533797388,0.0026729176120434,Metabolism
BHE81_RS14105,cobyric acid synthase,-1.8734267581685309,0.0191526140266837,Metabolism
BHE81_RS14115,energy-coupling factor ABC transporter transmembrane protein,-3.454234252598724,0.0049860385394005,Transport
BHE81_RS14125,cobalt ECF transporter S component CbiM,-4.0095275728417406,3.603772135120001e-06,Transport
BHE81_RS14130,cobalt-factor II C(20)-methyltransferase,-3.46240673607136,0.0003115523815566,Metabolism
BHE81_RS14135,sirohydrochlorin cobaltochelatase,-2.9505385342405166,0.0138890826599219,Unknown
BHE81_RS14140,cobalt-precorrin-6A reductase,-4.19974379995193,9.270179185916682e-06,Energy
BHE81_RS14145,precorrin-3B C(17)-methyltransferase,-4.929167587074634,2.695916567698959e-11,Metabolism
BHE81_RS28770,cobalamin biosynthesis protein,-5.239301562918378,1.934470382526863e-11,Unknown
BHE81_RS28775,cobalt-precorrin 5A hydrolase,-5.441827136896311,1.0387596494806698e-07,Unknown
BHE81_RS14155,cobalt-precorrin-4 methyltransferase,-6.427869661957287,3.995072922878027e-08,Metabolism
BHE81_RS28780,cobalt-precorrin-6Y C(15)-methyltransferase,-5.571835317901789,0.0025264708589006,Metabolism
BHE81_RS28785,precorrin-6Y C5%2C15-methyltransferase (decarboxylating) subunit CbiT,-5.69721521329245,1.591225971258429e-05,Metabolism
BHE81_RS14165,cobalt-precorrin-7 (C(5))-methyltransferase,-4.502433407645669,2.7481065598942364e-07,Metabolism
BHE81_RS14170,cobalt-precorrin-5B (C(1))-methyltransferase CbiD,-6.2841544827281615,2.170810767296076e-19,Metabolism
BHE81_RS14175,cobalt-precorrin-8 methylmutase,-5.589347415538845,2.0714695071469926e-17,Unknown
BHE81_RS14180,adenosylcobinamide-phosphate synthase CbiB,-4.9247322110779965,2.895220674079668e-24,Metabolism
BHE81_RS14185,cobyrinate a%2Cc-diamide synthase,-4.364579269302667,7.831366577249935e-21,Metabolism
BHE81_RS14300,L-threonine kinase,-1.210570990048206,0.025751614264926,Metabolism
BHE81_RS14370,prolipoprotein diacylglyceryl transferase,1.61691785765151,0.0051468453954892,Metabolism
BHE81_RS14425,HTH-type transcriptional regulator GalR,-1.6716565816633036,0.0025757395979753,Transcription
BHE81_RS14430,GNAT family N-acetyltransferase,-1.4225648399011186,0.0358087039591617,Metabolism
BHE81_RS14535,acetyl-CoA C-acetyltransferase,1.964581086250388,0.0069948692706545,Metabolism
BHE81_RS14580,type 3 fimbria adhesin subunit MrkD,-1.3971760265550044,0.0350950562771954,Unknown
BHE81_RS14630,type 1 fimbria switch DNA invertase FimE,-1.7978772879316187,0.0307507608831272,Unknown
BHE81_RS14635,type 1 fimbrial major subunit FimA,-4.214123029290352,1.4401378276387892e-19,Unknown
BHE81_RS14640,fimbrial protein,-2.6845565516310987,0.0126902494126747,Unknown
BHE81_RS14650,fimbrial biogenesis usher protein,-1.787818064860714,0.0367321789791447,Unknown
BHE81_RS14705,DUF1889 family protein,-2.420621045914654,4.483762079002622e-05,Unknown
BHE81_RS29035,hypothetical protein,-1.978248476672501,0.0031675672711909,Unknown
BHE81_RS14745,LysR family transcriptional regulator,-1.406359389143084,0.03343920877627,Transcription
BHE81_RS14770,LysR family transcriptional regulator,-1.703507479563735,0.0297707384306173,Transcription
BHE81_RS14890,hypothetical protein,3.558680896316474,3.5786643224461146e-07,Unknown
BHE81_RS14960,5-formyltetrahydrofolate cyclo-ligase,-1.517493117149202,0.009082441358169,Unknown
BHE81_RS14985,arginine exporter ArgO,-1.3678436462131411,0.004416202001028,Transport
BHE81_RS14990,small-conductance mechanosensitive channel MscS,1.273104319266019,0.0046953534023598,Transport
BHE81_RS15015,M48 family metallopeptidase,2.053310417636653,5.661470426923846e-06,Unknown
BHE81_RS15045,methionine adenosyltransferase,1.2388437643631325,0.0099022719938281,Metabolism
BHE81_RS15085,LuxR family transcriptional regulator,-2.570864748248516,0.006046856013184,Transcription
BHE81_RS15135,DUF2884 domain-containing protein,1.0561823002009052,0.0187159194845815,Unknown
BHE81_RS15150,A/G-specific adenine glycosylase,1.2149424457855305,0.0282601053454399,Unknown
BHE81_RS15190,pyridoxal-phosphate dependent enzyme,3.2640466852002303,9.607814023475403e-10,Unknown
BHE81_RS15195,trans-sulfuration enzyme family protein,3.67357707377466,4.538831947380753e-09,Unknown
BHE81_RS15200,LysR family transcriptional regulator,2.429230828239618,1.3284487268931964e-05,Transcription
BHE81_RS15265,TonB system transport protein ExbD,2.407486603310722,0.0002216248336195,Unknown
BHE81_RS15270,tol-pal system-associated acyl-CoA thioesterase,1.992496795659858,0.0001681027400305,Unknown
BHE81_RS15285,DedA family general envelope maintenance protein YghB,-1.4285344647197689,0.0041973836307008,Unknown
BHE81_RS15345,quorum sensing histidine kinase QseC,-1.423911165999751,0.0227785913438309,Metabolism
BHE81_RS15410,3%2C4-dihydroxy-2-butanone-4-phosphate synthase,-1.9462384727646476,2.7348396670558813e-05,Metabolism
BHE81_RS15420,cell surface composition regulator GlgS,-5.099864143272377,0.0016196878479687,Transcription
BHE81_RS15440,TIGR04211 family SH3 domain-containing protein,3.1255894982834413,0.0006098571265617,Unknown
BHE81_RS15460,glycerol-3-phosphate 1-O-acyltransferase PlsY,-1.5764163322703608,0.0040079455165453,Metabolism
BHE81_RS15515,30S ribosomal protein S21,2.5722875199768067,0.0006247157610396,Translation
BHE81_RS15570,phage major tail tube protein,-3.753269327480985,7.757403645489893e-07,Unknown
BHE81_RS15575,phage tail sheath protein,-4.486555249702598,1.9680314445404697e-11,Unknown
BHE81_RS15580,phage tail protein,-1.8123477416124687,0.0230331368840812,Unknown
BHE81_RS15585,SGNH/GDSL hydrolase family protein,-2.4987117315276515,0.0008015436587729,Unknown
BHE81_RS15595,baseplate assembly protein,-3.3964583169289027,0.0153550488166126,Unknown
BHE81_RS15610,phage virion morphogenesis protein,-3.1651259929706903,0.0301772142121871,Unknown
BHE81_RS15645,head completion/stabilization protein,-3.7598374340497607,0.004021704874195,Unknown
BHE81_RS15650,terminase endonuclease subunit,-4.298692235916019,8.652228711128769e-05,DNA_Repair
BHE81_RS15655,phage major capsid protein%2C P2 family,-4.01174407614965,1.791243283026962e-07,Unknown
BHE81_RS15660,GPO family capsid scaffolding protein,-3.248829721254824,1.8290026415344289e-07,Unknown
BHE81_RS15665,terminase ATPase subunit family protein,-2.401912650127864,0.0494338900523289,Unknown
BHE81_RS15760,acid-sensing system DNA-binding response regulator EvgA,-2.9402430997608,0.0005997047632373,Transcription
BHE81_RS15830,dihydroxyacetone kinase operon transcriptional regulator DhaR,-1.3203181231851049,0.0185857531362952,Metabolism
BHE81_RS15835,glycerol dehydrogenase,-1.5967439662237857,0.0265706939729605,Metabolism
BHE81_RS15845,dihydroxyacetone kinase subunit DhaK,-3.0945858902545686,0.0007951401015663,Metabolism
BHE81_RS15850,dihydroxyacetone kinase subunit DhaL,-3.756870350299649,4.126191533996826e-07,Metabolism
BHE81_RS15855,dihydroxyacetone kinase phosphoryl donor subunit DhaM,-2.404030735017485,0.0099522077935911,Metabolism
BHE81_RS15860,glycerone kinase,-1.2868455700321089,0.0185593234384633,Metabolism
BHE81_RS15865,siderophore-interacting protein,2.2847156097879604,1.7201800552435415e-05,Unknown
BHE81_RS15945,Gfo/Idh/MocA family protein,-1.493175382816893,0.0045039799352295,Unknown
BHE81_RS15955,serine/threonine transporter SstT,-1.4092817318724915,0.0034690279746967,Transport
BHE81_RS15975,MFS transporter,-2.4249162795214905,0.0008184732976945,Transport
BHE81_RS16070,MFS transporter,-2.747989204477764,0.0231755391908881,Transport
BHE81_RS16080,galactarate dehydratase,-3.051790116529967,2.601655643651351e-10,Unknown
BHE81_RS16100,DnaA initiator-associating protein DiaA,1.3016563593938837,0.022176456470819,Unknown
BHE81_RS16145,ubiquinone anaerobic biosynthesis protein UbiU,-4.852824930105659,2.9081639574709267e-11,Unknown
BHE81_RS16150,U32 family peptidase,-4.84640474815564,3.277423371661331e-14,Unknown
BHE81_RS16330,23S rRNA (uridine(2552)-2'-O)-methyltransferase RlmE,1.2398443674446065,0.0461948925960669,Metabolism
BHE81_RS16335,ribosome assembly RNA-binding protein YhbY,1.70026281310301,1.2325133094991864e-05,Unknown
BHE81_RS16360,50S ribosomal protein L27,2.0411219059417216,0.0015500161053337,Translation
BHE81_RS16365,50S ribosomal protein L21,2.918165172063932,0.0002082354333607,Translation
BHE81_RS16535,30S ribosomal protein S9,1.7296965406498084,0.0078618910494907,Translation
BHE81_RS16540,50S ribosomal protein L13,1.8216061038088869,0.0030551994507431,Translation
BHE81_RS16575,peroxide/acid stress response protein YhcN,2.7881918324686024,0.0112025515492494,Stress_Response
BHE81_RS16580,DUF1471 family stress response protein YhcN-B,2.6132751493595885,0.0003201628856465,Stress_Response
BHE81_RS16630,rod shape-determining protein MreD,2.213226399149661,0.022601594198091,Unknown
BHE81_RS16645,RNase E specificity factor CsrD,1.0511993411816,0.0286046916051734,Unknown
BHE81_RS16660,protein-methionine-sulfoxide reductase heme-binding subunit MsrQ,2.007261699264069,0.011627772947632,Energy
BHE81_RS16665,type II 3-dehydroquinate dehydratase,2.8470706680347817,1.2988541490965308e-06,Unknown
BHE81_RS16670,acetyl-CoA carboxylase biotin carboxyl carrier protein,1.3187529921898296,0.0191822289122124,Unknown
BHE81_RS16700,tRNA dihydrouridine synthase DusB,2.047532137251449,0.000142340386375,Metabolism
BHE81_RS16705,DNA-binding transcriptional regulator Fis,4.479731056035699,0.0492961610020158,Transcription
BHE81_RS17095,bifunctional acetylornithine/succinyldiaminopimelate transaminase,-1.2806291789860154,0.0174640571224798,Unknown
BHE81_RS17115,peptidylprolyl isomerase A,2.3317115408442857,8.296580993637069e-09,Unknown
BHE81_RS17130,nitrite reductase large subunit NirB,-6.520099616031177,2.965180917514753e-17,Energy
BHE81_RS17135,nitrite reductase small subunit NirD,-4.166339097729213,0.0106197815590942,Energy
BHE81_RS17140,siroheme synthase CysG,-2.239570652706268,1.0244096113890434e-05,Metabolism
BHE81_RS17155,ribulose-phosphate 3-epimerase,-1.0830678259248108,0.007343930422515,Unknown
BHE81_RS17265,Fe(2+) transporter permease subunit FeoB,-2.063686806958141,1.6473403136906418e-06,Transport
BHE81_RS17270,[Fe-S]-dependent transcriptional repressor FeoC,-2.539468071391558,0.0108323186038787,Transcription
BHE81_RS17290,Fe-S biogenesis protein NfuA,1.2255982669105816,0.0118813596965902,Unknown
BHE81_RS17310,HTH-type transcriptional regulator MalT,-1.6373349596656055,3.594974606605963e-07,Transcription
BHE81_RS17330,glycerol-3-phosphate dehydrogenase,-3.2395646114190733,2.677901796656176e-23,Metabolism
BHE81_RS17335,helix-turn-helix domain-containing protein,-2.356061747739999,0.0008414707023842,Unknown
BHE81_RS17390,gluconate operon transcriptional repressor GntR,-1.3417009900064547,0.016233548994669,Transcription
BHE81_RS17510,4-aminobutyrate--2-oxoglutarate transaminase,2.504847962693824,0.0134550292195457,Unknown
BHE81_RS17635,nickel ABC transporter substrate-binding protein,-2.972825587175485,0.0013989509470757,Transport
BHE81_RS17640,nickel ABC transporter permease subunit NikB,-2.08866971669698,0.0436708418894627,Transport
BHE81_RS17645,ABC transporter permease subunit,-3.2956154406979143,0.0108924346696951,Transport
BHE81_RS17650,ABC transporter permease subunit,-5.386843473420292,0.014075638087322,Transport
BHE81_RS17655,nickel import ATP-binding protein NikD,-2.7365016786792995,0.0003115523815566,Transport
BHE81_RS17660,nickel import ATP-binding protein NikE,-2.525479956210549,0.0075984688094469,Transport
BHE81_RS17690,universal stress protein UspA,-1.5108548613179786,0.0001561419326963,Stress_Response
BHE81_RS17695,dipeptide/tripeptide permease DtpB,-1.4382721648584682,0.0191526140266837,Transport
BHE81_RS17785,dicarboxylate/amino acid:cation symporter,2.3272014260177345,2.3356686238342323e-06,Unknown
BHE81_RS17805,cellulose biosynthesis cyclic di-GMP-binding regulatory protein BcsB,-1.34252407469131,0.0006774257992276,Transcription
BHE81_RS17835,cellulose biosynthesis protein BcsG,-1.2799094125640178,0.0442219554113786,Unknown
BHE81_RS17995,HTH-type transcriptional regulator,2.7987778911425,9.163661569997127e-05,Transcription
BHE81_RS18090,4Fe-4S dicluster domain-containing protein,-3.5902777319713355,3.2489947947574123e-06,Unknown
BHE81_RS18100,selenocysteine-specific translation elongation factor,-1.2849506299577471,0.0169301174678295,Translation
BHE81_RS18105,L-seryl-tRNA(Sec) selenium transferase,-1.3404592849159065,0.0346782479011277,Metabolism
BHE81_RS18195,2%2C3-bisphosphoglycerate-independent phosphoglycerate mutase,-2.355063990661361,0.000745953281156,Unknown
BHE81_RS18305,50S ribosomal protein L28,2.145517571468461,1.581118816312526e-08,Translation
BHE81_RS18330,SMP-30/gluconolactonase/LRE family protein,-1.496493212764351,0.015993303266816,Unknown
BHE81_RS18465,MIP/aquaporin family protein,-1.8038583857992936,4.282662138390016e-05,Membrane
BHE81_RS18470,glycerol kinase GlpK,-2.0885017626524283,8.356290697139392e-10,Metabolism
BHE81_RS18625,MDR family MFS transporter,1.8249393488071215,0.0301772142121871,Transport
BHE81_RS18690,TetR/AcrR family transcriptional regulator,-1.95629058748482,1.1174551744455872e-05,Transcription
BHE81_RS18715,cation-transporting P-type ATPase,1.1430014929756558,0.0176099078056752,Unknown
BHE81_RS18835,ABC transporter permease,-1.5447201484873725,0.0082882525561494,Transport
BHE81_RS18855,betaine-aldehyde dehydrogenase,1.0162324194181611,0.0274986482143175,Metabolism
BHE81_RS18860,transcriptional regulator BetI,2.40436615152306,0.0002465191836902,Transcription
BHE81_RS18945,siderophore enterobactin receptor FepA,4.037415978271795,2.8018634791711545e-11,Unknown
BHE81_RS18950,enterochelin esterase,3.676866758983366,1.3223164332940416e-08,Unknown
BHE81_RS18960,enterobactin non-ribosomal peptide synthetase EntF,2.543543095800985,4.768065225444557e-06,Translation
BHE81_RS18965,iron-enterobactin ABC transporter ATP-binding protein,4.459325827827775,2.0696974255752156e-05,Transport
BHE81_RS18980,enterobactin transporter EntS,4.65112138801532,1.1793291400752e-06,Transport
BHE81_RS18990,isochorismate synthase EntC,3.763038618827995,9.607814023475403e-10,Metabolism
BHE81_RS18995,(2%2C3-dihydroxybenzoyl)adenylate synthase EntE,5.145908205204864,3.8387872988353343e-16,Metabolism
BHE81_RS19000,enterobactin biosynthesis bifunctional isochorismatase/aryl carrier protein EntB,4.507765552368723,3.220289577627093e-08,Unknown
BHE81_RS19005,2%2C3-dihydro-2%2C3-dihydroxybenzoate dehydrogenase EntA,3.269792912447796,0.0001976027347274,Metabolism
BHE81_RS19010,proofreading thioesterase EntH,2.5094003158653666,1.0377704535776132e-05,Unknown
BHE81_RS19185,sugar ABC transporter ATP-binding protein,3.38730963243067,0.0036742005246345,Transport
BHE81_RS19190,sugar ABC transporter substrate-binding protein,4.021187027044035,0.009882209149738,Transport
BHE81_RS19200,1%2C2-dihydroxy-3-keto-5-methylthiopentene dioxygenase,1.6094493837368318,0.028829949701681,Unknown
BHE81_RS19245,universal stress protein UspG,-1.7941972460911468,0.0007197341383899,Stress_Response
BHE81_RS19260,anaerobic C4-dicarboxylate transporter DcuC,-3.063656983706118,6.008857925890281e-06,Transport
BHE81_RS19285,twin-arginine translocase subunit TatE,1.3916019960236554,0.0237384842194399,Unknown
BHE81_RS19305,DUF493 family protein YbeD,-2.078456482038583,0.0012075797570796,Unknown
BHE81_RS19395,amino acid ABC transporter substrate-binding protein,2.124030442932207,0.0001305445880211,Transport
BHE81_RS19475,PTS N-acetyl glucosamine transporter subunit IIABC,-1.3530248556289617,0.0005982476066424,Transport
BHE81_RS19490,chitoporin ChiP,-2.187546164783494,0.0008132966386431,Membrane
BHE81_RS19570,DUF2517 family protein,-2.425618451792694,0.0312917645929274,Unknown
BHE81_RS19625,citrate synthase,1.4482941503660316,1.9445876055150973e-05,Metabolism
BHE81_RS19635,succinate dehydrogenase membrane anchor subunit,1.405035126964033,0.0109880512760606,Metabolism
BHE81_RS19640,succinate dehydrogenase flavoprotein subunit,1.4873130968623502,0.0060585805705736,Metabolism
BHE81_RS19650,2-oxoglutarate dehydrogenase E1 component,1.0433749110837018,0.0050331458358992,Metabolism
BHE81_RS19675,cytochrome ubiquinol oxidase subunit I,-2.6544460681824646,6.990808448430971e-11,Energy
BHE81_RS19680,cytochrome d ubiquinol oxidase subunit II,-2.699160364068447,7.593741634129216e-16,Energy
BHE81_RS19685,cytochrome bd-I oxidase subunit CydX,-2.534807990203129,0.0230120091212827,Energy
BHE81_RS19690,cyd operon protein YbgE,-1.778118027245884,0.0187298416200496,Unknown
BHE81_RS19695,tol-pal system-associated acyl-CoA thioesterase,1.4589957634863686,0.049353010089106,Unknown
BHE81_RS19760,YbgS-like family protein,1.2226495136394795,0.0447027551996113,Unknown
BHE81_RS19775,galactose-1-epimerase,-1.4665046027733082,0.0038706871089316,Unknown
BHE81_RS19810,molybdate ABC transporter substrate-binding protein,1.6202019550363111,0.0053349135484982,Transport
BHE81_RS19815,molybdate ABC transporter permease subunit,1.980369257426924,4.167998291601232e-05,Transport
BHE81_RS19855,MerR family transcriptional regulator,-1.646430922310247,1.0377704535776132e-05,Transcription
BHE81_RS19925,histidine utilization repressor,1.1706726857998215,0.0021741957522958,Transcription
BHE81_RS28835,urocanate hydratase,1.534987850886119,2.1986857827843903e-10,Unknown
BHE81_RS19940,amino acid permease,2.9323018093184525,3.0923646745300387e-06,Transport
BHE81_RS19990,excinuclease ABC subunit UvrB,1.3445627848201258,1.660719972255367e-05,DNA_Repair
BHE81_RS20025,GTP 3'%2C8-cyclase MoaA,-1.5900074313448271,0.0024144001405373,Unknown
BHE81_RS20030,molybdenum cofactor biosynthesis protein B,-1.9043637474989228,0.0196448477424514,Unknown
BHE81_RS20140,DUF1471 family protein YbiJ,3.2931104458907723,1.3270818399437193e-06,Unknown
BHE81_RS20175,glutamine ABC transporter permease GlnP,2.0222276604649285,0.0433696772208486,Transport
BHE81_RS20180,glutamine ABC transporter substrate-binding protein GlnH,1.245784563441836,0.0020689908509939,Transport
BHE81_RS20185,DNA starvation/stationary phase protection protein Dps,1.285153494961872,0.0360912924668212,Unknown
BHE81_RS20270,formate C-acetyltransferase/glycerol dehydratase family glycyl radical enzyme,-2.232862669618142,0.0057972345793475,Metabolism
BHE81_RS20325,biofilm formation regulator BssR,-2.2260546266451167,0.0019271006997711,Transcription
BHE81_RS20385,inner membrane protein YbjM,-1.8359090815933063,0.0108924346696951,Membrane
BHE81_RS20530,hydroxylamine reductase,-1.911020954284854,0.0270244543303509,Energy
