Geneid,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_id,gene_name,kegg_orthology,kegg_pathway,kegg_module,kegg_enzyme,kegg_description
BHE81_RS18470,764.8512685029765,-2.0885017626524283,0.3098694294580113,-6.739941291741494,1.5845064132997187e-11,8.356290697139392e-10,,,,,,,
BHE81_RS18625,16.901938691598158,1.8249393488071215,0.6428447685170807,2.8388491875214386,0.004527655035865,0.0301772142121871,,,,,,,
BHE81_RS18690,63.29269846783495,-1.95629058748482,0.3880043447408227,-5.0419295917719005,4.608608683421005e-07,1.1174551744455872e-05,,,,,,,
BHE81_RS18715,102.77029649778711,1.1430014929756558,0.3746696744109436,3.0506912382825884,0.0022831523037934,0.0176099078056752,,,,,,,
BHE81_RS18835,37.253522527947496,-1.5447201484873725,0.4657683934450952,-3.316498436189969,0.0009115309755992,0.0082882525561494,,,,,,,
BHE81_RS18855,113.4399309256043,1.0162324194181611,0.352913152047523,2.8795538322168164,0.0039823830431258,0.0274986482143175,,,,,,,
BHE81_RS18860,58.81969195520031,2.40436615152306,0.5551489161497696,4.33102917357476,1.4841401435726372e-05,0.0002465191836902,,,,,,,
BHE81_RS18945,146.45389688863293,4.037415978271795,0.5558866262368246,7.263020529210813,3.785404558254463e-13,2.8018634791711545e-11,,,,,,,
BHE81_RS18950,39.52634693054701,3.676866758983366,0.5839339970756446,6.296716371023441,3.0401681448097185e-10,1.3223164332940416e-08,,,,,,,
BHE81_RS18960,154.07088428696545,2.543543095800985,0.4872338959571387,5.220373863366718,1.785622909742214e-07,4.768065225444557e-06,,,,,,,
BHE81_RS18965,21.234749043361983,4.459325827827775,0.9090531134778552,4.905462356063318,9.32075162027236e-07,2.0696974255752156e-05,,,,,,,
BHE81_RS18980,26.71477941051048,4.65112138801532,0.84446385835406,5.507780282131666,3.633865565531548e-08,1.1793291400752e-06,,,,,,,
BHE81_RS18990,54.76835554452925,3.763038618827995,0.5604541035618903,6.714267225295544,1.890136439792507e-11,9.607814023475403e-10,,,,,,,
BHE81_RS18995,81.15632964619725,5.145908205204864,0.5894539303122188,8.729958255565803,2.547666375145517e-18,3.8387872988353343e-16,,,,,,,
BHE81_RS19000,53.30975944135785,4.507765552368723,0.7328742988058836,6.15080315916863,7.709154949996121e-10,3.220289577627093e-08,,,,,,,
BHE81_RS19005,58.23140691816614,3.269792912447796,0.7458796045066629,4.383807913088723,1.1662261423829905e-05,0.0001976027347274,,,,,,,
BHE81_RS19010,37.75258424092737,2.5094003158653666,0.4960950370350712,5.058305623984635,4.229981146034172e-07,1.0377704535776132e-05,,,,,,,
BHE81_RS19185,12.485664693941734,3.38730963243067,0.9459704644167451,3.580777370802138,0.0003425734603664,0.0036742005246345,,,,,,,
BHE81_RS19190,8.231927648082538,4.021187027044035,1.2336436492635372,3.259601773530477,0.0011156874398708,0.009882209149738,,,,,,,
BHE81_RS19200,24.348538315343152,1.6094493837368318,0.5628491616552441,2.859468385817105,0.0042435171284057,0.028829949701681,,,,,,,
BHE81_RS19245,57.43932638867184,-1.7941972460911468,0.4424756858938884,-4.054905847462587,5.015450028126488e-05,0.0007197341383899,,,,,,,
BHE81_RS19260,29.86151727472848,-3.063656983706118,0.5925360152863526,-5.17041480124302,2.3357494663332687e-07,6.008857925890281e-06,,,,,,,
BHE81_RS19285,34.61192153467576,1.3916019960236554,0.474409729465941,2.9333335924417665,0.0033534336560289,0.0237384842194399,,,,,,,
