Geneid,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
BHE81_RS05485,0.305497442024161,0.9990249454650503,4.301573439907911,0.2322463999327738,0.8163466408764661,
BHE81_RS28080,0.0,,,,,
BHE81_RS29010,1.489906893288004,1.1943384614533512,1.761955170955105,0.6778483818098135,0.4978678311043204,
BHE81_RS28085,0.0,,,,,
BHE81_RS05500,12.33841859354952,1.2392559826791245,0.9907379653668403,1.2508413182897111,0.21099237688356687,0.46718078799399904
BHE81_RS05505,13.246987772374496,-0.08985122265752858,0.6919400686161692,-0.1298540534546939,0.8966818964369605,0.9565362632282013
BHE81_RS05510,28.66666228032514,-0.9832704385075259,0.6355299782273214,-1.5471661010392526,0.12182319792004344,0.33703086690141854
BHE81_RS05520,0.0,,,,,
BHE81_RS05525,0.0,,,,,
BHE81_RS05530,7.300810040523729,-0.03952643067769747,0.8161603099665035,-0.04842973885770027,0.9613737589242107,0.9846916367435156
BHE81_RS05535,8.978917563000998,-0.09119126793870988,1.0276511437445508,-0.08873757256419483,0.929290471717252,0.971857932351629
BHE81_RS05540,1.844617290051227,-0.6424299642188801,2.025472603205974,-0.31717534130159264,0.7511105594752585,
BHE81_RS05545,0.7232945190509893,-3.8007263608950876,3.8916904806571244,-0.976626065147227,0.32875431015870094,
BHE81_RS05550,2.4584675972905643,0.06862554320781872,1.2777222113104902,0.05370928250314537,0.9571667871105427,
BHE81_RS05555,5.659457514507394,-1.3614324406891232,0.8281268237047813,-1.6439902702324007,0.10017821218326009,0.2943258197779765
BHE81_RS05565,18.3109530035053,-0.8171594301604536,0.6074052715317324,-1.3453281827794659,0.1785192762133888,0.4252031775321806
BHE81_RS05570,14.142434660885348,-0.8061155793104303,0.5907345965547481,-1.364598559169915,0.1723792578839326,0.4194957856919056
BHE81_RS05575,2.4881214044287714,0.62350290135602,1.5003058108321659,0.41558387420374343,0.6777145287022395,
BHE81_RS05580,5.358372858780068,-1.0511609533807136,1.0842309904871228,-0.9694990851612241,0.33229623644423467,0.6048135554608396
BHE81_RS05585,4.45010410302677,-1.3921405448833328,1.1952065290064893,-1.1647698628625667,0.24411216095590071,0.5105134741981147
BHE81_RS05590,8.633568487727494,-0.4880917903137196,0.6980165577966415,-0.699255318318565,0.4843924852049485,0.7283392884927038
BHE81_RS05595,22.701480842990293,-2.1912369717434625,0.6906618433242717,-3.1726625597219478,0.001510479716729907,0.012669411381478087
BHE81_RS05600,15.049363895659056,1.6974087190641367,0.6001197600245252,2.828449973043328,0.004677401092179913,0.03097952151947732
BHE81_RS05605,2.943406386941978,0.11035285134412828,1.2715443196700686,0.08678647659938575,0.9308412371729415,
BHE81_RS05610,8.228411086818843,0.23535054995842541,1.0505266538310918,0.2240310125403692,0.8227331719563333,0.9229224282062671
BHE81_RS05615,1.5054247955443951,-0.0962558894606658,1.7504062149418549,-0.0549906008325406,0.9561459519125435,
BHE81_RS05620,4.813856240334252,-1.5659181351038298,1.2377816753984503,-1.2651004342908454,0.20583532724371867,0.4599678207845599
BHE81_RS05625,2.1134714040243594,-1.4722588788938897,1.6209685129901832,-0.9082587768333819,0.36374151667171317,
